state,state_name,from_stage,to_stage,n_years,median_ratio,pre_covid_median,recent_median,median_absolute_deviation,min_ratio,max_ratio
SC,South Carolina,Grade 2,Grade 3,14,1.0030549833289744,1.0030004518752824,1.012498028011008,0.003944144491384527,0.9742991467873934,1.024361378657393
SC,South Carolina,Grade 3,Grade 4,14,1.0060665508905595,1.0060285047217479,1.0105856953826868,0.0020565759206386813,0.9792424085038607,1.0160846409550703
SC,South Carolina,Grade 4,Grade 5,14,1.0089858431761227,1.0086713746099523,1.0121719912256106,0.002199614287688001,0.9859589277100131,1.0214057058430366
SC,South Carolina,Grade 5,Grade 6,14,1.0137375832106068,1.0134748433368348,1.0149956038946237,0.002665268508284302,0.9897831152536297,1.0264201715913261
SC,South Carolina,Grade 6,Grade 7,14,1.0107857654352788,1.0103014667412364,1.0129326984944023,0.002071193685331596,0.9961982065801505,1.0182155564256652
SC,South Carolina,Grade 7,Grade 8,14,1.0026121525533291,1.002081447963801,1.0072059118571524,0.0034024831736262917,0.9925703564727955,1.009130140736208
SC,South Carolina,Grade 8,Grade 9,14,1.1441914403844908,1.1433938408741986,1.1376099416513192,0.010302124137256063,1.0988662583204687,1.1792794672838687
SC,South Carolina,Grade 9,Grade 10,14,0.8916439408349979,0.8913221291109157,0.9002935213483826,0.007169800202888377,0.8542845656678109,0.9101799120832641
SC,South Carolina,Grade 10,Grade 11,14,0.8987260461231839,0.9008888808755386,0.9062245693013592,0.011311114983014237,0.8754656924801968,0.9161076733745862
SC,South Carolina,Grade 11,Grade 12,14,0.9408064844418095,0.9388183965096265,0.9527901065968666,0.01120313452771421,0.9173852344584051,0.9666839886829494
SD,South Dakota,Grade 1,Grade 2,14,0.9966619680279296,0.9959465684016582,0.997377367654201,0.006550861878412029,0.9754915930464519,1.005530864197531
SD,South Dakota,Grade 2,Grade 3,14,1.0022805174141607,1.001880582980724,1.0081799591002045,0.003000676150408943,0.9786177105831534,1.0156797818465135
SD,South Dakota,Grade 3,Grade 4,14,1.007019495613899,1.0054316197866149,1.0134989729042356,0.006487381734511688,0.9893048128342246,1.0142953733217426
SD,South Dakota,Grade 4,Grade 5,14,1.0052815298516844,1.0050616602245537,1.0008334105009724,0.004602517303977649,0.9932856833441629,1.0108986615678777
SD,South Dakota,Grade 5,Grade 6,14,1.0118212170808252,1.0111974175325331,1.0082410035711016,0.0033450418591659536,0.9971317542561066,1.018464212012599
SD,South Dakota,Grade 6,Grade 7,14,1.0020268552349876,1.001816365452729,1.001816365452729,0.0020828525231233463,0.9885266995496461,1.0119741443255272
