"SUMLEV","STATE","COUNTY","STNAME","CTYNAME","YEAR","AGE","TOT_POP","TOT_MALE","TOT_FEMALE"
050,25,001,"Massachusetts","Barnstable County",1,0,1462,753,709
050,25,001,"Massachusetts","Barnstable County",1,1,1502,757,745
050,25,001,"Massachusetts","Barnstable County",1,2,1563,808,755
050,25,001,"Massachusetts","Barnstable County",1,3,1551,796,755
050,25,001,"Massachusetts","Barnstable County",1,4,1608,808,800
050,25,001,"Massachusetts","Barnstable County",1,5,1598,835,763
050,25,001,"Massachusetts","Barnstable County",1,6,1609,848,761
050,25,001,"Massachusetts","Barnstable County",1,7,1737,880,857
050,25,001,"Massachusetts","Barnstable County",1,8,1729,893,836
050,25,001,"Massachusetts","Barnstable County",1,9,1811,934,877
050,25,001,"Massachusetts","Barnstable County",1,10,1911,991,920
050,25,001,"Massachusetts","Barnstable County",1,11,1977,986,991
050,25,001,"Massachusetts","Barnstable County",1,12,2118,1073,1045
050,25,001,"Massachusetts","Barnstable County",1,13,2051,1055,996
050,25,001,"Massachusetts","Barnstable County",1,14,2107,1060,1047
050,25,001,"Massachusetts","Barnstable County",1,15,2128,1057,1071
050,25,001,"Massachusetts","Barnstable County",1,16,2182,1131,1051
050,25,001,"Massachusetts","Barnstable County",1,17,2235,1090,1145
050,25,001,"Massachusetts","Barnstable County",1,18,2152,1157,995
050,25,001,"Massachusetts","Barnstable County",1,19,2128,1243,885
050,25,001,"Massachusetts","Barnstable County",1,20,2144,1259,885
050,25,001,"Massachusetts","Barnstable County",1,21,2194,1231,963
050,25,001,"Massachusetts","Barnstable County",1,22,2044,1138,906
050,25,001,"Massachusetts","Barnstable County",1,23,1992,1058,934
050,25,001,"Massachusetts","Barnstable County",1,24,1850,971,879
050,25,001,"Massachusetts","Barnstable County",1,25,1881,935,946
050,25,001,"Massachusetts","Barnstable County",1,26,1869,1015,854
050,25,001,"Massachusetts","Barnstable County",1,27,1891,996,895
050,25,001,"Massachusetts","Barnstable County",1,28,2047,1010,1037
050,25,001,"Massachusetts","Barnstable County",1,29,2122,1112,1010
050,25,001,"Massachusetts","Barnstable County",1,30,2172,1087,1085
050,25,001,"Massachusetts","Barnstable County",1,31,2142,1044,1098
050,25,001,"Massachusetts","Barnstable County",1,32,2208,1107,1101
050,25,001,"Massachusetts","Barnstable County",1,33,2111,1067,1044
050,25,001,"Massachusetts","Barnstable County",1,34,2131,1070,1061
050,25,001,"Massachusetts","Barnstable County",1,35,2184,1061,1123
050,25,001,"Massachusetts","Barnstable County",1,36,2071,1009,1062
050,25,001,"Massachusetts","Barnstable County",1,37,2136,1116,1020
050,25,001,"Massachusetts","Barnstable County",1,38,2182,1091,1091
050,25,001,"Massachusetts","Barnstable County",1,39,2235,1120,1115
050,25,001,"Massachusetts","Barnstable County",1,40,2159,1053,1106
050,25,001,"Massachusetts","Barnstable County",1,41,2000,971,1029
050,25,001,"Massachusetts","Barnstable County",1,42,2102,1031,1071
050,25,001,"Massachusetts","Barnstable County",1,43,1940,953,987
050,25,001,"Massachusetts","Barnstable County",1,44,1873,930,943
050,25,001,"Massachusetts","Barnstable County",1,45,1960,954,1006
050,25,001,"Massachusetts","Barnstable County",1,46,1988,943,1045
050,25,001,"Massachusetts","Barnstable County",1,47,2062,997,1065
050,25,001,"Massachusetts","Barnstable County",1,48,2368,1116,1252
050,25,001,"Massachusetts","Barnstable County",1,49,2796,1381,1415
050,25,001,"Massachusetts","Barnstable County",1,50,2770,1339,1431
050,25,001,"Massachusetts","Barnstable County",1,51,2754,1274,1480
050,25,001,"Massachusetts","Barnstable County",1,52,2854,1313,1541
050,25,001,"Massachusetts","Barnstable County",1,53,3101,1442,1659
050,25,001,"Massachusetts","Barnstable County",1,54,3188,1514,1674
050,25,001,"Massachusetts","Barnstable County",1,55,3532,1637,1895
050,25,001,"Massachusetts","Barnstable County",1,56,3679,1709,1970
050,25,001,"Massachusetts","Barnstable County",1,57,3830,1766,2064
050,25,001,"Massachusetts","Barnstable County",1,58,3960,1847,2113
050,25,001,"Massachusetts","Barnstable County",1,59,4090,1902,2188
050,25,001,"Massachusetts","Barnstable County",1,60,4298,1948,2350
050,25,001,"Massachusetts","Barnstable County",1,61,4324,1968,2356
050,25,001,"Massachusetts","Barnstable County",1,62,4292,1982,2310
050,25,001,"Massachusetts","Barnstable County",1,63,4273,1985,2288
050,25,001,"Massachusetts","Barnstable County",1,64,4457,2044,2413
050,25,001,"Massachusetts","Barnstable County",1,65,4246,1964,2282
050,25,001,"Massachusetts","Barnstable County",1,66,4316,1947,2369
050,25,001,"Massachusetts","Barnstable County",1,67,4371,1990,2381
050,25,001,"Massachusetts","Barnstable County",1,68,4373,2033,2340
050,25,001,"Massachusetts","Barnstable County",1,69,4238,1983,2255
050,25,001,"Massachusetts","Barnstable County",1,70,4042,1849,2193
050,25,001,"Massachusetts","Barnstable County",1,71,4053,1857,2196
050,25,001,"Massachusetts","Barnstable County",1,72,4306,1967,2339
050,25,001,"Massachusetts","Barnstable County",1,73,4172,1959,2213
050,25,001,"Massachusetts","Barnstable County",1,74,3129,1427,1702
050,25,001,"Massachusetts","Barnstable County",1,75,3044,1418,1626
050,25,001,"Massachusetts","Barnstable County",1,76,3009,1365,1644
050,25,001,"Massachusetts","Barnstable County",1,77,3047,1344,1703
050,25,001,"Massachusetts","Barnstable County",1,78,2523,1146,1377
050,25,001,"Massachusetts","Barnstable County",1,79,2360,1040,1320
050,25,001,"Massachusetts","Barnstable County",1,80,1945,847,1098
050,25,001,"Massachusetts","Barnstable County",1,81,1892,839,1053
050,25,001,"Massachusetts","Barnstable County",1,82,1818,772,1046
050,25,001,"Massachusetts","Barnstable County",1,83,1574,691,883
050,25,001,"Massachusetts","Barnstable County",1,84,1530,661,869
050,25,001,"Massachusetts","Barnstable County",1,85,9661,3666,5995
050,25,001,"Massachusetts","Barnstable County",2,0,1457,754,703
050,25,001,"Massachusetts","Barnstable County",2,1,1488,754,734
050,25,001,"Massachusetts","Barnstable County",2,2,1540,797,743
050,25,001,"Massachusetts","Barnstable County",2,3,1546,793,753
050,25,001,"Massachusetts","Barnstable County",2,4,1595,806,789
050,25,001,"Massachusetts","Barnstable County",2,5,1599,825,774
050,25,001,"Massachusetts","Barnstable County",2,6,1607,842,765
050,25,001,"Massachusetts","Barnstable County",2,7,1701,866,835
050,25,001,"Massachusetts","Barnstable County",2,8,1721,887,834
050,25,001,"Massachusetts","Barnstable County",2,9,1792,926,866
050,25,001,"Massachusetts","Barnstable County",2,10,1891,977,914
050,25,001,"Massachusetts","Barnstable County",2,11,1951,983,968
050,25,001,"Massachusetts","Barnstable County",2,12,2091,1055,1036
050,25,001,"Massachusetts","Barnstable County",2,13,2072,1063,1009
050,25,001,"Massachusetts","Barnstable County",2,14,2094,1057,1037
050,25,001,"Massachusetts","Barnstable County",2,15,2122,1056,1066
050,25,001,"Massachusetts","Barnstable County",2,16,2172,1114,1058
050,25,001,"Massachusetts","Barnstable County",2,17,2230,1108,1122
050,25,001,"Massachusetts","Barnstable County",2,18,2044,1065,979
050,25,001,"Massachusetts","Barnstable County",2,19,1898,1034,864
050,25,001,"Massachusetts","Barnstable County",2,20,1956,1071,885
050,25,001,"Massachusetts","Barnstable County",2,21,2009,1080,929
050,25,001,"Massachusetts","Barnstable County",2,22,1989,1067,922
050,25,001,"Massachusetts","Barnstable County",2,23,1969,1036,933
050,25,001,"Massachusetts","Barnstable County",2,24,1862,979,883
050,25,001,"Massachusetts","Barnstable County",2,25,1863,938,925
