year,major_4digit,major_name,graduates,share_of_total
2013,1444,Engineering Chemistry,5,1.0043377346760658e-06
2014,1444,Engineering Chemistry,3,5.979540404551785e-07
2015,1444,Engineering Chemistry,7,1.3850941705739513e-06
2016,1444,Engineering Chemistry,1,1.9670696799026852e-07
2017,1444,Engineering Chemistry,4,7.781650013287168e-07
2018,1444,Engineering Chemistry,5,9.56342212907024e-07
2019,1444,Engineering Chemistry,9,1.69212818209405e-06
2020,1444,Engineering Chemistry,5,9.41432008462344e-07
2021,1444,Engineering Chemistry,13,2.397962101131285e-06
2022,1444,Engineering Chemistry,33,6.093377126865589e-06
2023,1444,Engineering Chemistry,27,5.002162045595263e-06
2013,1411,Engineering Mechanics,270,5.423423767250756e-05
2014,1411,Engineering Mechanics,286,5.700495185672702e-05
2015,1411,Engineering Mechanics,256,5.065487252384736e-05
2016,1411,Engineering Mechanics,258,5.0750397741489274e-05
2017,1411,Engineering Mechanics,310,6.0307787602975545e-05
2018,1411,Engineering Mechanics,329,6.292731760928218e-05
2019,1411,Engineering Mechanics,314,5.9036472130836856e-05
2020,1411,Engineering Mechanics,257,4.838960523496448e-05
2021,1411,Engineering Mechanics,272,5.0172745500593034e-05
2022,1411,Engineering Mechanics,262,4.837772143147831e-05
2023,1411,Engineering Mechanics,209,3.8720439538126296e-05
2013,1412,Engineering Physics,710,0.00014261595832400136
2014,1412,Engineering Physics,798,0.0001590557747610775
2015,1412,Engineering Physics,863,0.00017076232417218858
2016,1412,Engineering Physics,896,0.00017624944331928058
2017,1412,Engineering Physics,978,0.00019026134282487125
2018,1412,Engineering Physics,1028,0.00019662395897368414
2019,1412,Engineering Physics,979,0.00018406594336334165
2020,1412,Engineering Physics,941,0.00017717750399261315
2021,1412,Engineering Physics,994,0.0001833518714249613
2022,1412,Engineering Physics,1044,0.00019277229455902045
2023,1412,Engineering Physics,1047,0.0001939727282125274
2013,1413,Engineering Science,1088,0.00021854389106551196
2014,1413,Engineering Science,1155,0.00023021230557524375
2015,1413,Engineering Science,1187,0.0002348723972101829
2016,1413,Engineering Science,1352,0.00026594782072284303
2017,1413,Engineering Science,1445,0.00028111210672999895
2018,1413,Engineering Science,1509,0.00028862407985533986
2019,1413,Engineering Science,1515,0.00028484157731916505
2020,1413,Engineering Science,1668,0.00031406171802303797
2021,1413,Engineering Science,1454,0.000268202838080376
2022,1413,Engineering Science,1422,0.0002625691598303899
2023,1413,Engineering Science,1338,0.0002478849191483875
2013,1401,"Engineering, General",7774,0.0015615443098743473
2014,1401,"Engineering, General",8250,0.001644373611251741
2015,1401,"Engineering, General",8862,0.0017535292199466225
2016,1401,"Engineering, General",9480,0.0018647820565477456
2017,1401,"Engineering, General",10614,0.00206486083102575
2018,1401,"Engineering, General",11245,0.002150813636827897
2019,1401,"Engineering, General",11739,0.002207099192178006
2020,1401,"Engineering, General",11925,0.0022453153401826905
2021,1401,"Engineering, General",11796,0.002175873918841895
2022,1401,"Engineering, General",11534,0.002129727629735385
2023,1401,"Engineering, General",12241,0.002267832059264134
2013,1499,"Engineering, Other",2109,0.0004236296564863646
2014,1499,"Engineering, Other",2344,0.00046720142360897953
2015,1499,"Engineering, Other",2598,0.0005140678078787322
2016,1499,"Engineering, Other",2566,0.000504750079863029
2017,1499,"Engineering, Other",2671,0.0005196196796372506
2018,1499,"Engineering, Other",2900,0.000554678483486074
2019,1499,"Engineering, Other",2982,0.0005606584710004952
2020,1499,"Engineering, Other",2900,0.0005460305649081595
2021,1499,"Engineering, Other",2760,0.0005091057999324881
2022,1499,"Engineering, Other",2901,0.0005356632437890022
2023,1499,"Engineering, Other",3221,0.00059673940551342
2013,1515,Engineering-Related Fields,4676,0.0009392566494690568
2014,1515,Engineering-Related Fields,4543,0.0009055017352626254
2015,1515,Engineering-Related Fields,4911,0.0009717424959555251
2016,1515,Engineering-Related Fields,5473,0.0010765772358107396
2017,1515,Engineering-Related Fields,6275,0.0012207463458344244
2018,1515,Engineering-Related Fields,6673,0.0012763343173457142
2019,1515,Engineering-Related Fields,5997,0.001127521412002002
2020,1515,Engineering-Related Fields,6319,0.0011897817722947104
2021,1515,Engineering-Related Fields,6736,0.0012425132856323333
2022,1515,Engineering-Related Fields,6553,0.0012099969791621273
2023,1515,Engineering-Related Fields,7918,0.0014669303361860477
2013,1511,Engineering-Related Technologies/Technicians,954,0.00019162763977619338
2014,1511,Engineering-Related Technologies/Technicians,894,0.0001781903040556432
2015,1511,Engineering-Related Technologies/Technicians,815,0.0001612645355739672
2016,1511,Engineering-Related Technologies/Technicians,768,0.0001510709514165262
2017,1511,Engineering-Related Technologies/Technicians,828,0.00016108015527504436
2018,1511,Engineering-Related Technologies/Technicians,859,0.00016429959217742672
2019,1511,Engineering-Related Technologies/Technicians,840,0.00015793196366211133
2020,1511,Engineering-Related Technologies/Technicians,884,0.0001664451790961424
2021,1511,Engineering-Related Technologies/Technicians,989,0.00018242957830914158
2022,1511,Engineering-Related Technologies/Technicians,969,0.00017892371017978048
2023,1511,Engineering-Related Technologies/Technicians,1144,0.00021194345852448075
2013,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1572,0.0003157637837821551
2014,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1451,0.00028921043756682135
2015,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1530,0.00030274201156830653
2016,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1450,0.00028522510358588933
2017,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1707,0.0003320819143170299
2018,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1906,0.00036455765156015755
2019,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1786,0.00033579343702444146
2020,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1736,0.00032686519333812586
2021,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1768,0.00032612284575385473
2022,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",1907,0.0003521233388161418
2023,1599,"Engineering/Engineering-Related Technologies/Technicians, Other",2458,0.0004553820114101169
2013,2301,"English Language and Literature, General",54030,0.010852873560909568
2014,2301,"English Language and Literature, General",51636,0.010291984944314533
2015,2301,"English Language and Literature, General",48529,0.009602462143397612
2016,2301,"English Language and Literature, General",45767,0.009002687804010619
2017,2301,"English Language and Literature, General",44171,0.008593081568422686
2018,2301,"English Language and Literature, General",43370,0.008295312354755526
2019,2301,"English Language and Literature, General",42666,0.008021815668580526
2020,2301,"English Language and Literature, General",41945,0.007897673118990605
2021,2301,"English Language and Literature, General",40481,0.007467069524299656
2022,2301,"English Language and Literature, General",37414,0.006908412479531792
2023,2301,"English Language and Literature, General",35472,0.006571729336346487
2013,2399,"English Language and Literature/Letters, Other",2395,0.0004810777749098356
2014,2399,"English Language and Literature/Letters, Other",2052,0.00040900056367134215
2015,2399,"English Language and Literature/Letters, Other",1649,0.00032628861246806367
2016,2399,"English Language and Literature/Letters, Other",1638,0.00032220601356805983
2017,2399,"English Language and Literature/Letters, Other",1314,0.00025562720293648345
2018,2399,"English Language and Literature/Letters, Other",1215,0.00023239115773640684
2019,2399,"English Language and Literature/Letters, Other",1163,0.00021866056397504223
2020,2399,"English Language and Literature/Letters, Other",1123,0.00021144562910064248
2021,2399,"English Language and Literature/Letters, Other",942,0.00017376002302043616
2022,2399,"English Language and Literature/Letters, Other",977,0.00018040089251356609
2023,2399,"English Language and Literature/Letters, Other",877,0.00016247763385137206
2013,5207,Entrepreneurial and Small Business Operations,7072,0.0014205352919258276
2014,5207,Entrepreneurial and Small Business Operations,7310,0.0014570146785757852
2015,5207,Entrepreneurial and Small Business Operations,7651,0.0015139079284373289
2016,5207,Entrepreneurial and Small Business Operations,8481,0.0016682717955254674
2017,5207,Entrepreneurial and Small Business Operations,8220,0.001599129077730513
2018,5207,Entrepreneurial and Small Business Operations,8522,0.0016299896676787318
2019,5207,Entrepreneurial and Small Business Operations,10427,0.001960424506077184
2020,5207,Entrepreneurial and Small Business Operations,11008,0.002072656709830697
2021,5207,Entrepreneurial and Small Business Operations,11319,0.0020878871555926933
2022,5207,Entrepreneurial and Small Business Operations,12241,0.002260273618483687
2023,5207,Entrepreneurial and Small Business Operations,12707,0.002354165670865889
2013,1505,Environmental Control Technologies/Technicians,9091,0.001826086869188023
2014,1505,Environmental Control Technologies/Technicians,9293,0.0018522622993166582
2015,1505,Environmental Control Technologies/Technicians,8747,0.0017307741014300504
2016,1505,Environmental Control Technologies/Technicians,8192,0.0016114234817762797
2017,1505,Environmental Control Technologies/Technicians,8677,0.0016880344291323188
2018,1505,Environmental Control Technologies/Technicians,7923,0.0015154198705724703
2019,1505,Environmental Control Technologies/Technicians,8827,0.0016596017181493533
2020,1505,Environmental Control Technologies/Technicians,7626,0.0014358720993067672
2021,1505,Environmental Control Technologies/Technicians,8690,0.001602945435294682
2022,1505,Environmental Control Technologies/Technicians,9376,0.00173125769519672
2023,1505,Environmental Control Technologies/Technicians,8781,0.0016268142563841484
2013,0404,Environmental Design,968,0.00019443978543328636
2014,0404,Environmental Design,814,0.00016224486297683845
2015,0404,Environmental Design,762,0.0001507773939967644
2016,0404,Environmental Design,754,0.00014831705386466246
2017,0404,Environmental Design,735,0.0001429878189941517
2018,0404,Environmental Design,702,0.00013427044669214616
2019,0404,Environmental Design,717,0.0001348062118401593
2020,0404,Environmental Design,728,0.00013707250043211729
2021,0404,Environmental Design,741,0.00013668383976448323
2022,0404,Environmental Design,770,0.00014217879962686374
2023,0404,Environmental Design,719,0.00013320572262159237
2020,3041,Environmental Geosciences,11,2.0711504186171568e-06
2021,3041,Environmental Geosciences,20,3.6891724632788995e-06
2022,3041,Environmental Geosciences,71,1.3109993212347176e-05
2023,3041,Environmental Geosciences,102,1.8897056616693215e-05
2013,1414,Environmental/Environmental Health Engineering,2279,0.00045777713946535087
2014,1414,Environmental/Environmental Health Engineering,2437,0.00048573799886309003
2015,1414,Environmental/Environmental Health Engineering,2516,0.0004978424190234373
2016,1414,Environmental/Environmental Health Engineering,2511,0.0004939311966235642
2017,1414,Environmental/Environmental Health Engineering,2522,0.0004906330333377559
2018,1414,Environmental/Environmental Health Engineering,2746,0.0005252231433285376
2019,1414,Environmental/Environmental Health Engineering,2850,0.0005358405909964491
2020,1414,Environmental/Environmental Health Engineering,2802,0.0005275784975422976
2021,1414,Environmental/Environmental Health Engineering,2759,0.0005089213413093242
2022,1414,Environmental/Environmental Health Engineering,2859,0.0005279080365366279
2023,1414,Environmental/Environmental Health Engineering,3012,0.0005580189659752938
2013,0302,Environmental/Natural Resources Management and Policy,2556,0.0005134174499664049
2014,0302,Environmental/Natural Resources Management and Policy,2299,0.00045823211300215184
2015,0302,Environmental/Natural Resources Management and Policy,2453,0.00048537657148827184
2016,0302,Environmental/Natural Resources Management and Policy,2574,0.0005063237356069511
2017,0302,Environmental/Natural Resources Management and Policy,2747,0.0005344048146624963
2018,0302,Environmental/Natural Resources Management and Policy,2675,0.0005116430839052578
2019,0302,Environmental/Natural Resources Management and Policy,2842,0.00053433647705681
2020,0302,Environmental/Natural Resources Management and Policy,2905,0.0005469719969166219
2021,0302,Environmental/Natural Resources Management and Policy,2933,0.0005410171417398506
2022,0302,Environmental/Natural Resources Management and Policy,3039,0.0005611446390468038
2023,0302,Environmental/Natural Resources Management and Policy,3147,0.00058302977620327
2013,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",6538,0.0013132720218624239
2014,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",6455,0.0012865977770460592
2015,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",6315,0.0012495528124535004
2016,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",6736,0.0013250181363824488
2017,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",7126,0.0013863009498671088
2018,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",7727,0.001477931255826515
2019,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",9432,0.0017733503348345643
2020,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",9419,0.0017734696175413637
2021,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",9231,0.001702737550426376
2022,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",9323,0.0017214713622353906
2023,0502,"Ethnic, Cultural Minority, Gender, and Group Studies",9022,0.0016714631842726097
2013,1900,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,199,3.9972641840107426e-05
2014,1900,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,129,2.571202373957268e-05
2015,1900,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1,1.9787059579627876e-07
2016,1900,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,2,3.9341393598053705e-07
2017,1900,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1,1.945412503321792e-07
