"SUMLEV","STATE","COUNTY","STNAME","CTYNAME","YEAR","AGE","TOT_POP","TOT_MALE","TOT_FEMALE"
050,11,001,"District of Columbia","District of Columbia",1,0,9194,4698,4496
050,11,001,"District of Columbia","District of Columbia",1,1,8853,4521,4332
050,11,001,"District of Columbia","District of Columbia",1,2,8708,4455,4253
050,11,001,"District of Columbia","District of Columbia",1,3,8552,4415,4137
050,11,001,"District of Columbia","District of Columbia",1,4,8243,4266,3977
050,11,001,"District of Columbia","District of Columbia",1,5,7670,3817,3853
050,11,001,"District of Columbia","District of Columbia",1,6,6854,3542,3312
050,11,001,"District of Columbia","District of Columbia",1,7,6812,3502,3310
050,11,001,"District of Columbia","District of Columbia",1,8,6588,3400,3188
050,11,001,"District of Columbia","District of Columbia",1,9,6280,3210,3070
050,11,001,"District of Columbia","District of Columbia",1,10,6207,3175,3032
050,11,001,"District of Columbia","District of Columbia",1,11,5922,2954,2968
050,11,001,"District of Columbia","District of Columbia",1,12,5679,2835,2844
050,11,001,"District of Columbia","District of Columbia",1,13,5523,2799,2724
050,11,001,"District of Columbia","District of Columbia",1,14,5210,2644,2566
050,11,001,"District of Columbia","District of Columbia",1,15,5092,2554,2538
050,11,001,"District of Columbia","District of Columbia",1,16,4898,2479,2419
050,11,001,"District of Columbia","District of Columbia",1,17,4974,2501,2473
050,11,001,"District of Columbia","District of Columbia",1,18,7404,3426,3978
050,11,001,"District of Columbia","District of Columbia",1,19,11377,4895,6482
050,11,001,"District of Columbia","District of Columbia",1,20,12616,5183,7433
050,11,001,"District of Columbia","District of Columbia",1,21,11135,4533,6602
050,11,001,"District of Columbia","District of Columbia",1,22,11449,4824,6625
050,11,001,"District of Columbia","District of Columbia",1,23,13428,5607,7821
050,11,001,"District of Columbia","District of Columbia",1,24,15164,6506,8658
050,11,001,"District of Columbia","District of Columbia",1,25,15720,6758,8962
050,11,001,"District of Columbia","District of Columbia",1,26,16146,7251,8895
050,11,001,"District of Columbia","District of Columbia",1,27,16544,7549,8995
050,11,001,"District of Columbia","District of Columbia",1,28,16609,7569,9040
050,11,001,"District of Columbia","District of Columbia",1,29,17125,7859,9266
050,11,001,"District of Columbia","District of Columbia",1,30,16940,7963,8977
050,11,001,"District of Columbia","District of Columbia",1,31,16232,7543,8689
050,11,001,"District of Columbia","District of Columbia",1,32,15646,7448,8198
050,11,001,"District of Columbia","District of Columbia",1,33,14924,7106,7818
050,11,001,"District of Columbia","District of Columbia",1,34,14547,6985,7562
050,11,001,"District of Columbia","District of Columbia",1,35,13582,6703,6879
050,11,001,"District of Columbia","District of Columbia",1,36,12848,6212,6636
050,11,001,"District of Columbia","District of Columbia",1,37,12115,5749,6366
050,11,001,"District of Columbia","District of Columbia",1,38,11543,5641,5902
050,11,001,"District of Columbia","District of Columbia",1,39,10637,5073,5564
050,11,001,"District of Columbia","District of Columbia",1,40,10025,4902,5123
050,11,001,"District of Columbia","District of Columbia",1,41,9226,4554,4672
050,11,001,"District of Columbia","District of Columbia",1,42,8388,4078,4310
050,11,001,"District of Columbia","District of Columbia",1,43,7982,3861,4121
050,11,001,"District of Columbia","District of Columbia",1,44,7339,3583,3756
050,11,001,"District of Columbia","District of Columbia",1,45,7139,3472,3667
050,11,001,"District of Columbia","District of Columbia",1,46,6671,3228,3443
050,11,001,"District of Columbia","District of Columbia",1,47,6967,3453,3514
050,11,001,"District of Columbia","District of Columbia",1,48,6986,3409,3577
050,11,001,"District of Columbia","District of Columbia",1,49,7343,3673,3670
050,11,001,"District of Columbia","District of Columbia",1,50,7009,3511,3498
050,11,001,"District of Columbia","District of Columbia",1,51,6728,3370,3358
050,11,001,"District of Columbia","District of Columbia",1,52,6482,3144,3338
050,11,001,"District of Columbia","District of Columbia",1,53,6462,3117,3345
050,11,001,"District of Columbia","District of Columbia",1,54,6820,3359,3461
050,11,001,"District of Columbia","District of Columbia",1,55,6968,3423,3545
050,11,001,"District of Columbia","District of Columbia",1,56,7191,3555,3636
050,11,001,"District of Columbia","District of Columbia",1,57,7102,3551,3551
050,11,001,"District of Columbia","District of Columbia",1,58,6776,3270,3506
050,11,001,"District of Columbia","District of Columbia",1,59,6895,3367,3528
050,11,001,"District of Columbia","District of Columbia",1,60,6872,3321,3551
050,11,001,"District of Columbia","District of Columbia",1,61,6471,3081,3390
050,11,001,"District of Columbia","District of Columbia",1,62,6605,3173,3432
050,11,001,"District of Columbia","District of Columbia",1,63,6248,2900,3348
050,11,001,"District of Columbia","District of Columbia",1,64,6204,2847,3357
050,11,001,"District of Columbia","District of Columbia",1,65,5973,2737,3236
050,11,001,"District of Columbia","District of Columbia",1,66,5994,2748,3246
050,11,001,"District of Columbia","District of Columbia",1,67,5643,2549,3094
050,11,001,"District of Columbia","District of Columbia",1,68,5277,2313,2964
050,11,001,"District of Columbia","District of Columbia",1,69,5158,2280,2878
050,11,001,"District of Columbia","District of Columbia",1,70,4924,2061,2863
050,11,001,"District of Columbia","District of Columbia",1,71,4967,2150,2817
050,11,001,"District of Columbia","District of Columbia",1,72,4619,1942,2677
050,11,001,"District of Columbia","District of Columbia",1,73,4424,1903,2521
050,11,001,"District of Columbia","District of Columbia",1,74,3517,1491,2026
050,11,001,"District of Columbia","District of Columbia",1,75,3459,1465,1994
050,11,001,"District of Columbia","District of Columbia",1,76,3375,1419,1956
050,11,001,"District of Columbia","District of Columbia",1,77,3123,1262,1861
050,11,001,"District of Columbia","District of Columbia",1,78,2851,1207,1644
050,11,001,"District of Columbia","District of Columbia",1,79,2422,1029,1393
050,11,001,"District of Columbia","District of Columbia",1,80,2329,927,1402
050,11,001,"District of Columbia","District of Columbia",1,81,2074,851,1223
050,11,001,"District of Columbia","District of Columbia",1,82,1921,751,1170
050,11,001,"District of Columbia","District of Columbia",1,83,1689,643,1046
