GEO_ID|B28002_E001|B28002_M001|B28002_E002|B28002_M002|B28002_E003|B28002_M003|B28002_E004|B28002_M004|B28002_E005|B28002_M005|B28002_E006|B28002_M006|B28002_E007|B28002_M007|B28002_E008|B28002_M008|B28002_E009|B28002_M009|B28002_E010|B28002_M010|B28002_E011|B28002_M011|B28002_E012|B28002_M012|B28002_E013|B28002_M013
400C200US46018|68973|1630|63864|2124|0|211|63864|2124|61766|2281|14030|1913|48687|2701|1727|593|3478|1134|196|211|0|211|3462|1339|1647|620
400C200US46045|98364|2821|91369|2827|0|224|91369|2827|88663|2975|11591|2303|79159|3266|2650|1166|2535|683|0|224|0|224|1492|751|5503|1249
400C200US46126|38248|2316|36946|2491|0|224|36946|2491|35940|2516|3235|1264|33122|2741|1006|448|1951|921|0|224|0|224|1014|789|288|230
400C200US46531|60701|3226|55280|3124|0|224|55280|3124|52707|3346|7383|2057|46343|3217|2258|996|2117|811|275|270|0|224|848|617|4573|1454
400C200US46828|108811|4038|104187|3841|105|166|104082|3840|98013|4115|10101|1871|91230|3467|5172|1307|5148|1323|625|463|0|247|1750|882|2874|756
400C200US47530|164243|2556|152589|3058|361|302|152228|3089|142878|3010|17620|2235|130268|3025|8431|1551|7205|1668|225|191|223|294|4638|1189|7016|1228
400C200US47719|137347|2524|127601|2963|137|144|127464|2963|121890|2924|16111|2148|107349|3444|5178|1201|7468|1342|106|155|168|296|5484|1262|4262|1063
400C200US47854|78792|1599|73283|1861|0|242|73283|1861|70898|1982|7324|1494|63152|2222|1985|759|5232|1345|0|242|192|228|492|303|5017|1296
400C200US47935|56083|2526|52773|2539|152|253|52621|2548|50426|2491|6234|1329|44456|2567|1996|870|3556|1257|52|91|54|96|1744|1084|1566|576
400C200US47995|851244|6380|814768|7601|434|258|814334|7589|782342|8267|124219|6856|659269|9304|26688|3287|61421|4395|2293|1149|401|387|13598|2281|22878|2829
400C200US48232|41022|1590|39177|1717|0|189|39177|1717|37866|1873|3291|1169|35454|1813|1311|618|2090|1011|0|189|0|189|954|709|891|438
400C200US48394|33728|1006|31725|985|0|168|31725|985|30680|978|4656|807|25983|1170|967|406|2079|600|46|79|0|168|561|272|1442|388
400C200US48664|31339|1647|27829|1709|71|118|27758|1707|24789|1653|5214|1312|21924|1545|2858|887|980|517|64|101|0|192|1236|830|2274|714
400C200US48799|73929|3384|69948|3497|0|247|69948|3497|65854|3442|8962|2033|58481|3872|3762|934|4775|1608|228|283|104|123|1766|851|2215|755
400C200US48826|37745|2117|35421|2016|0|198|35421|2016|33586|2000|3079|919|31566|2103|1573|576|1172|481|72|116|32|56|583|390|1741|805
400C200US49096|43655|2694|41136|2595|0|228|41136|2595|39391|2657|3466|1052|36826|2674|1356|493|1380|697|311|300|0|228|1168|744|1351|619
400C200US49582|139620|2337|133343|2459|0|208|133343|2459|128991|2436|16687|2780|113127|3365|3817|904|7355|1760|245|228|114|187|3566|1095|2711|913
400C200US49852|28250|1455|25971|1439|0|211|25971|1439|24241|1453|3349|942|22115|1603|1577|467|925|371|61|94|0|211|603|310|1676|674
400C200US49933|126619|1845|118431|2060|0|175|118431|2060|112688|2100|11372|1372|102697|2543|4834|1316|5945|1491|377|357|129|129|4495|1269|3693|1150
400C200US50392|205012|4109|191869|4903|148|130|191721|4910|184682|4905|28131|3741|156063|4927|5618|1345|13455|2355|823|539|210|350|4092|1539|9051|1432
400C200US50533|85141|2696|83509|2704|0|225|83509|2704|78737|2479|6343|1463|76005|2781|4478|1419|2317|810|198|263|0|225|745|561|887|409
400C200US50851|26424|1786|24521|1686|31|50|24490|1698|23120|1654|3075|970|20279|1838|982|553|2045|667|241|293|0|225|339|259|1564|707
400C200US50959|39594|1235|37861|1339|0|210|37861|1339|35981|1469|4772|1188|31496|1641|1696|567|1948|694|79|137|0|210|1282|448|451|251
400C200US51175|45103|2494|43451|2474|0|224|43451|2474|40817|2521|2991|1084|38881|2584|2314|1229|2819|1128|320|248|0|224|419|258|1233|660
400C200US51256|42980|2142|38877|2400|0|242|38877|2400|37489|2484|2005|838|35210|2529|1076|657|9872|1590|0|242|0|242|1137|665|2966|846
400C200US51283|28822|1664|26450|1857|132|134|26318|1854|25067|1804|4442|990|21245|1927|1163|482|1492|595|0|213|0|213|1140|627|1232|540
400C200US51364|85071|2283|78260|2658|0|211|78260|2658|72715|2683|11516|1887|64514|2618|4785|993|3822|826|169|171|0|211|1571|516|5240|1409
400C200US51445|4239780|13654|4042366|14478|2227|655|4040139|14579|3916388|15574|544310|13694|3372755|17875|110129|5827|329552|8795|6221|1049|1643|762|57160|4086|140254|6532
400C200US51755|413564|4061|382268|5130|118|134|382150|5088|362546|5635|53705|4159|312022|5455|16204|2139|22165|2710|743|328|729|575|12409|2567|18887|2714
400C200US51877|112894|2775|103672|2956|169|178|103503|2987|100008|3161|11493|1956|89126|3114|2716|773|7428|1357|174|170|315|476|4597|1178|4625|1119
400C200US52201|49686|2195|45989|1969|0|217|45989|1969|43341|2054|6557|1268|37266|2327|2250|680|4981|1279|353|360|0|217|1245|657|2452|834
400C200US52390|256425|4025|235623|3919|0|242|235623|3919|225260|3797|45300|4046|182196|5117|9715|1709|12657|1915|370|199|66|102|5371|1405|15431|1993
400C200US52695|216138|5306|210047|5712|0|242|210047|5712|204684|6102|13083|2496|193118|5797|5171|1461|13644|2630|104|178|0|242|2438|1060|3653|1725
400C200US52822|55320|2311|48440|2679|0|232|48440|2679|46535|2661|6259|1491|40079|2840|1570|647|2522|1139|222|289|28|50|2254|820|4626|1378
400C200US52984|21870|1474|20621|1504|87|108|20534|1502|19505|1588|4000|1011|15741|1485|499|391|1320|531|129|154|99|141|279|239|970|551
400C200US53200|212281|3748|196636|4101|0|161|196636|4101|187575|4379|13423|2173|177662|4433|8205|1618|9355|2182|91|111|543|549|11285|2135|4360|1073
400C200US53740|66559|2474|63240|2473|0|200|63240|2473|58846|2153|7376|1448|54873|2637|4167|1029|2562|969|227|292|0|200|1755|918|1564|631
400C200US53794|47407|2105|45473|2077|0|224|45473|2077|44054|2132|3676|1079|41163|2274|1419|514|1868|765|0|224|0|224|679|407|1255|699
400C200US54091|30034|1746|27364|1890|0|211|27364|1890|25243|1992|4184|1208|22465|1863|2083|908|1335|591|0|211|0|211|879|545|1791|708
400C200US54145|27671|1980|26412|2044|0|225|26412|2044|25412|1924|5063|1270|20159|2088|653|333|2705|1299|347|577|0|225|398|261|861|583
400C200US55333|60924|2368|58113|2489|0|218|58113|2489|55953|2547|6399|1427|50133|2592|1912|612|2263|796|38|64|0|218|1783|807|1028|396
400C200US55603|75026|3178|71529|3126|0|229|71529|3126|67554|3239|7554|1874|61784|3225|3833|1516|3907|1360|0|229|0|229|1128|862|2369|1126
400C200US55738|35429|2183|31937|2212|131|142|31806|2183|30506|2143|9541|1475|21134|2217|1021|418|2116|856|279|245|0|258|124|124|3368|954
400C200US55981|73810|1991|68011|2553|26|42|67985|2551|65157|2741|8681|1714|56152|2995|2352|1165|4596|1089|430|405|0|220|2194|887|3605|1457
400C200US56116|412772|5009|384218|5390|163|159|384055|5395|371609|5590|51855|4351|320567|6629|11116|1783|28569|3582|796|454|41|67|7165|1799|21389|3046
400C200US56251|45185|2183|41888|2266|181|178|41707|2282|40155|2172|4351|1082|35897|2141|1354|626|2917|902|43|71|78|135|699|378|2598|774
400C200US56602|2362977|10862|2237392|10289|1436|587|2235956|10320|2149346|10784|322482|11083|1859716|14247|74669|5566|161990|8425|5243|1615|286|173|53794|3963|71791|5180
400C200US56656|28497|1833|26787|1852|0|213|26787|1852|25609|1765|4587|1188|21030|2046|834|315|1850|720|309|316|0|213|702|360|1008|502
400C200US56926|37537|2572|35023|2696|0|211|35023|2696|32731|2544|4977|1468|28484|2745|1700|830|2037|985|108|175|0|211|1059|765|1455|693
400C200US57007|56575|1738|53091|2079|259|409|52832|2076|50523|2255|6792|1749|43288|2328|2010|1125|5210|1628|91|158|0|242|1408|1111|2076|868
400C200US57466|549702|4499|517378|5325|599|331|516779|5335|493379|6200|63661|4133|440971|6464|20652|2158|24461|2066|1174|497|484|365|11061|1983|21263|2533
400C200US57628|1201447|6656|1132021|7968|897|450|1131124|7938|1082971|8297|132050|6241|966378|10121|43570|3063|52319|3794|1579|610|689|444|32502|3608|36924|3619
400C200US57709|252762|5333|243538|5200|0|225|243538|5200|234798|5113|21538|2604|216393|5223|8095|1508|12489|2043|249|377|193|192|5295|1455|3929|1493
400C200US57736|42489|1530|39537|1501|0|185|39537|1501|36473|1620|3699|1048|34369|1592|2567|803|2460|794|358|279|69|119|1463|773|1489|589
400C200US57925|127332|3789|119606|3987|0|213|119606|3987|115318|3877|20766|2417|95636|3700|3674|922|10691|2127|347|203|0|213|2975|961|4751|955
400C200US58006|115347|2321|108707|2467|124|157|108583|2482|102429|2588|19005|2750|82608|2881|5298|1184|10322|2051|344|279|78|136|2238|883|4402|1323
400C200US58330|47817|2450|44496|2566|0|224|44496|2566|42786|2615|6323|1505|37307|2830|1623|617|1992|649|52|91|35|63|863|540|2458|985
400C200US58600|105153|3059|98432|3406|0|213|98432|3406|93773|3599|12450|2058|83402|3754|4152|1181|4502|1242|399|298|0|213|928|479|5793|1879
400C200US59275|32833|1471|30809|1614|88|148|30721|1577|28759|1583|5643|1449|24378|1729|1913|950|1785|913|49|85|0|206|739|481|1285|729
400C200US59410|29818|1965|26990|2064|0|230|26990|2064|24737|2100|4393|1315|21515|2211|1963|866|1373|810|0|230|0|230|71|91|2757|905
400C200US60490|26188|1697|25245|1637|0|218|25245|1637|24039|1693|3948|1068|20597|1559|1183|569|822|500|23|42|0|218|156|158|787|449
400C200US60625|34590|1737|30250|2034|0|211|30250|2034|28172|1917|5189|1293|23326|1806|1769|690|2732|1004|54|91|0|211|1562|694|2778|752
400C200US60733|72086|3040|65642|3010|0|230|65642|3010|63538|3050|8269|2044|54838|3386|1448|616|6749|2367|564|568|49|82|2086|1105|4358|1563
400C200US60841|70390|2445|66221|2481|0|187|66221|2481|62469|2499|10014|1623|53504|2444|3100|676|3280|881|362|228|0|187|1511|776|2658|744
400C200US60895|153208|4972|144555|4773|218|310|144337|4771|136785|5028|15104|2142|125621|4526|7053|1201|7605|1406|152|126|175|195|5292|1431|3361|1017
400C200US60976|70696|1759|67224|1881|0|198|67224|1881|64097|1888|9850|2017|53850|2391|2841|972|5576|1245|173|194|0|198|1497|578|1975|570
400C200US61057|31175|1595|30021|1616|0|225|30021|1616|28932|1763|4362|1208|24741|1671|1061|554|2906|1124|28|52|0|225|566|373|588|411
400C200US61165|98466|3124|95500|3174|129|129|95371|3157|88388|3346|7646|1401|86657|3274|6065|1495|3184|1019|388|473|50|95|1124|631|1842|727
400C200US61273|514102|6481|492528|7243|375|269|492153|7217|474628|7303|58603|4377|419983|7779|16167|2369|27602|3542|472|365|174|271|7278|1732|14296|2922
400C200US61372|95148|4102|91360|4158|84|137|91276|4153|86548|4151|11446|2205|78363|4067|4532|1125|4197|1227|147|181|0|247|1857|816|1931|739
400C200US61705|32426|1582|30451|1445|61|102|30390|1452|27990|1495|4517|1236|24889|1644|2103|785|1667|713|225|155|48|79|739|482|1236|512
400C200US61786|64647|2941|58890|2531|0|228|58890|2531|55827|2837|7304|1383|49861|2560|2597|969|2080|857|378|549|42|69|1472|765|4285|1510
400C200US61948|52451|2703|49582|2813|0|242|49582|2813|48937|2901|5770|1355|42880|2922|547|423|2373|974|0|242|0|242|1956|927|913|596
400C200US62407|230210|3767|215829|4553|411|459|215418|4546|202862|5020|27250|3198|184307|4915|11481|1964|6898|1585|209|165|341|551|5452|1660|8929|1963
400C200US62677|389049|4251|358316|5539|409|282|357907|5523|341910|5799|72993|5477|274383|7426|14358|2032|27529|3737|354|306|549|651|7245|1697|23488|2521
400C200US63217|7241852|19469|6820220|26073|6099|1276|6814121|26342|6515487|27330|981613|20600|5699163|27462|267559|9896|327449|11205|7746|1699|4611|1326|110505|7646|311127|11488
400C200US63433|51832|2150|49359|2026|0|168|49359|2026|48029|1971|4998|1258|43761|2082|1330|586|1262|546|0|168|0|168|694|366|1779|717
400C200US64135|70875|2707|66498|2728|51|86|66447|2721|62618|2421|7952|1563|57509|2798|3772|1202|2181|703|0|225|0|225|1206|615|3171|967
400C200US64567|85716|3217|79134|3292|264|430|78870|3281|72826|3395|8173|1786|66596|3448|5151|1563|6056|1746|630|345|263|365|2874|1057|3708|1175
400C200US64864|67180|2497|62194|2772|0|242|62194|2772|59241|3117|11830|2855|47152|3438|2387|1005|5913|1972|566|712|0|242|1293|948|3693|1195
400C200US64945|206598|2994|196278|3559|141|132|196137|3586|189958|3592|16546|2080|173632|3940|5791|1341|9435|1543|134|137|72|120|4578|1126|5742|1499
400C200US65080|411865|4306|386679|5318|392|375|386287|5348|366445|5101|56340|4338|318326|5497|17335|2643|19464|2194|1280|822|351|320|9029|2127|16157|2321
400C200US65242|88931|3024|85240|3151|44|78|85196|3147|81508|2890|9318|1976|74952|3195|3564|993|1633|542|124|106|0|218|1432|658|2259|855
400C200US65269|334441|3138|311998|3856|278|197|311720|3850|294096|3962|37339|3155|265556|4681|16428|1771|15944|1895|273|214|474|431|7742|1534|14701|2183
400C200US65863|732697|8809|701913|9515|410|413|701503|9464|680103|9425|71363|5422|601845|10465|18835|2637|35201|4321|811|444|452|473|14703|2232|16081|2853
400C200US66160|32458|1408|30685|1606|0|161|30685|1606|29169|1644|4219|1032|25506|1749|1516|561|1797|756|0|161|0|161|519|307|1254|601
400C200US66484|32528|1289|29741|1620|40|68|29701|1633|27327|1880|3981|1235|24699|2041|2288|1059|2667|1042|0|208|0|208|928|538|1859|641
400C200US66673|120856|3216|114438|3386|24|39|114414|3389|109904|3248|13933|2295|95219|3668|4086|1232|9909|1658|300|349|43|72|2103|816|4315|1153
400C200US67105|224087|4861|211101|4841|165|198|210936|4848|201031|4821|19402|2158|185467|5421|9255|1698|12478|1944|244|252|322|248|5535|1439|7451|1466
400C200US67140|101042|3999|95044|3797|134|110|94910|3762|91173|3722|9786|1713|80368|3575|3222|1047|9366|1807|99|122|214|265|2503|982|3495|1189
400C200US67305|78092|3506|75344|3400|0|247|75344|3400|71509|3471|11378|1686|62018|3456|3766|1454|3183|907|44|72|0|247|1520|736|1228|506
400C200US68482|159651|3967|150258|4163|30|50|150228|4161|143894|4078|18865|2739|126519|4685|5775|1566|8932|2012|308|264|0|213|3471|1153|5922|1303
400C200US68509|110611|2893|101649|2958|146|167|101503|2919|95338|2989|14136|2241|83609|3064|5736|1345|5292|1408|198|159|0|208|3194|1136|5768|1171
400C200US69076|2311078|8690|2187246|10668|2332|831|2184914|10772|2092249|11682|314502|11753|1823827|15006|86588|5216|92037|5526|2503|1265|889|524|40555|4813|83277|5158
400C200US69184|1612205|11037|1525117|11987|1456|758|1523661|12171|1451838|11645|210182|8380|1260770|14310|62545|4792|110779|6495|4192|1078|980|728|32736|3777|54352|4884
400C200US69192|151851|5828|146379|5903|149|179|146230|5901|142045|5726|17099|2363|124405|5640|3864|1033|10734|1908|126|148|0|237|2736|891|2736|946
400C200US69697|770797|7209|716588|7037|578|272|716010|7037|672047|7363|81115|4765|619024|8699|40990|2868|26358|3295|1374|507|64|85|14852|2092|39357|3032
400C200US70426|27195|1420|25371|1304|57|104|25314|1302|24169|1424|4218|933|20164|1394|1029|501|1155|311|46|80|0|198|783|456|1041|402
400C200US70642|50228|1922|46044|2296|49|82|45995|2302|44043|2398|16199|1992|25883|1876|1616|510|3848|954|265|184|0|258|326|219|3858|794
400C200US70993|42958|1859|39991|2051|0|242|39991|2051|38583|2031|5133|1420|33784|2174|909|441|3055|1041|304|352|47|74|542|380|2425|1001
400C200US71060|97791|4117|92789|3952|126|159|92663|3952|89310|3937|14188|2172|75715|3862|3160|904|4754|1185|48|84|0|247|1871|1032|3131|1081
400C200US71074|21269|1691|19576|1588|0|225|19576|1588|19155|1591|2208|861|16139|1646|99|105|2681|1130|0|225|0|225|674|538|1019|554
400C200US71155|37999|1592|34944|1570|0|187|34944|1570|33814|1637|6421|1591|27244|1638|953|336|1887|745|43|74|0|187|934|523|2121|711
400C200US71263|97165|3037|92189|2884|232|370|91957|2967|86871|2891|8417|1691|80993|3197|4766|1127|3366|1082|106|151|89|122|1660|795|3316|1150
400C200US71317|870562|5694|831228|6791|436|359|830792|6745|798241|7831|85503|5377|727862|8055|29087|3180|29664|3111|959|478|244|228|16168|2619|23166|3101
400C200US71479|194441|4179|184025|4279|103|168|183922|4287|177218|4372|22477|2867|156768|4850|5999|1441|9229|1477|353|406|0|247|5098|1120|5318|1581
400C200US71506|47797|2581|45673|2627|49|82|45624|2621|43211|2582|4865|1095|40118|2367|2334|558|956|439|0|213|79|134|795|474|1329|619
400C200US71803|123610|3242|118074|3481|232|289|117842|3493|113355|3541|16624|2290|99981|3676|4334|1068|5292|1562|40|66|44|76|2122|1077|3414|1018
400C200US72112|44696|2545|42563|2514|44|76|42519|2515|39691|2450|4969|1181|36197|2568|2490|932|2867|809|194|151|57|99|918|392|1215|547
400C200US72505|520673|5052|486708|6056|813|477|485895|6044|461437|6469|72109|5414|404423|7682|22796|3065|18379|2971|240|205|339|285|8729|2208|25236|2991
400C200US72559|185871|2829|177173|3203|0|210|177173|3203|171405|3200|14664|2114|156410|3803|5639|1163|13320|1935|100|119|29|48|6515|1295|2183|891
400C200US72613|50982|1733|47189|1847|89|109|47100|1879|43871|1966|10337|1994|35065|2456|2813|760|2756|1137|232|178|0|224|656|387|3137|855
400C200US73153|57690|1732|54496|1882|44|77|54452|1879|52011|1906|5547|1052|47864|2097|2285|632|2078|1023|0|161|156|197|927|516|2267|856
400C200US73261|479219|5297|464512|5783|240|266|464272|5780|448158|6004|39267|4652|416982|6112|14567|2399|30498|4006|711|728|184|214|7904|1892|6803|1859
400C200US73396|38508|1790|34895|1678|0|179|34895|1678|32206|1920|3560|1096|30810|1653|2462|833|1328|777|166|236|0|179|1632|859|1981|851
400C200US73693|107831|2732|100450|2901|138|134|100312|2902|94820|3250|13985|2136|84797|2806|5011|1292|3332|982|302|416|0|192|1645|652|5736|1289
400C200US73774|47516|2167|44765|2182|0|225|44765|2182|42554|2049|4710|1039|36981|2422|1908|707|4308|1406|167|146|0|225|1121|547|1630|779
400C200US74179|192321|2978|181421|3338|0|213|181421|3338|172909|3742|19485|2667|157552|4037|7665|1725|11125|1888|95|111|361|273|5260|1218|5640|1229
400C200US74746|452098|4411|420295|5027|66|108|420229|5043|400179|5920|56525|5169|350695|6629|17466|2659|22026|2699|705|627|265|266|14569|2152|17234|2169
400C200US75340|683577|7857|650599|8077|367|242|650232|8078|627053|8177|89813|5454|535782|8450|19653|2490|55373|3681|1629|599|585|425|12044|1898|20934|2555
400C200US75421|91803|2786|82385|3189|66|117|82319|3197|78498|3265|11983|1860|69329|2981|3550|803|4101|1062|7|13|68|122|1906|962|7512|1760
400C200US75637|51752|1480|48717|1613|0|157|48717|1613|46549|1790|4951|1353|41876|2274|1989|766|2597|906|119|150|0|157|2204|782|831|407
400C200US75664|300019|3770|275712|4488|428|337|275284|4582|261334|4233|34163|3774|235294|5185|12821|1903|10646|1820|356|278|127|161|12542|2266|11765|1896
400C200US75718|113022|2284|104860|2688|105|102|104755|2692|99806|2696|15661|1906|84513|2938|4360|971|5817|1385|359|304|0|208|2680|1144|5482|1299
400C200US75745|96381|3382|92934|3475|0|229|92934|3475|89888|3684|9472|2073|80829|3404|2942|898|4382|1246|0|229|104|172|1469|742|1978|760
400C200US76474|101070|3360|97104|3446|199|195|96905|3421|93307|3496|10561|1797|83237|3290|3334|1131|5126|1246|157|165|0|213|1729|784|2237|655
400C200US77068|720512|5465|689351|6459|653|312|688698|6419|654127|7021|82866|5968|585199|8240|30793|3157|46896|3541|1301|517|323|360|11779|2109|19382|2441
400C200US77149|48942|1996|43210|1941|120|145|43090|1971|40003|2130|8696|1754|32449|2133|2844|880|2086|730|155|166|35|60|2427|974|3305|799
400C200US77230|40157|3379|37560|3317|0|247|37560|3317|35205|3032|5086|1334|31336|2980|2235|944|2495|862|120|166|0|247|1472|876|1125|696
400C200US77338|48001|2069|44831|2202|47|78|44784|2189|43203|2290|6334|1505|35728|2912|1255|411|3807|1147|192|305|0|157|1287|567|1883|839
400C200US77446|55039|2823|52027|2766|0|210|52027|2766|50223|2848|5053|1092|44368|3033|1334|618|5986|1543|470|415|0|210|1623|750|1389|510
400C200US77743|30223|1605|27806|1756|0|213|27806|1756|26175|1763|6030|1156|21158|1925|1316|556|1006|472|284|347|0|213|465|358|1952|627
400C200US77770|907119|6563|853726|7576|1110|518|852616|7561|811840|8476|103757|5037|723070|8325|35275|3528|54339|4191|2299|938|159|183|19867|3012|33526|3532
400C200US78229|100632|2640|93455|3002|438|639|93017|3229|88388|3489|9438|1936|80171|3124|3867|1097|4808|1387|282|280|0|220|3734|1381|3443|1013
400C200US78310|46242|1995|43412|1859|0|225|43412|1859|41770|1969|6866|1368|35051|2102|1535|743|3694|1101|86|103|0|225|842|465|1988|725
400C200US78364|30322|1724|28517|1789|0|213|28517|1789|27201|1898|4348|1488|23292|2134|1260|687|1580|725|0|213|56|92|417|394|1388|694
400C200US78499|436196|3430|405662|4484|151|180|405511|4490|390795|4621|39960|3451|350624|5663|11465|1929|31748|3205|1638|919|377|479|17965|2988|12569|2721
400C200US78553|41721|1610|37665|2171|0|242|37665|2171|35685|2157|2908|1070|34196|2324|1806|956|1226|539|57|93|0|242|1573|824|2483|1077
400C200US78580|766537|7177|722937|8695|212|192|722725|8708|695176|8937|99506|6866|603875|10504|25638|3432|41704|4314|761|395|163|208|15057|2851|28543|3526
400C200US78661|1115510|6472|1073469|7674|884|542|1072585|7743|1036260|7660|117339|6196|929232|9118|32864|3242|63286|4192|1280|597|416|393|15901|2493|26140|3456
400C200US78904|1326713|8218|1261119|9148|357|256|1260762|9184|1217812|9663|136235|7695|1094921|8699|38467|3355|64003|4911|1226|570|700|511|25579|3747|40015|4284
400C200US78985|36959|2405|28147|2143|181|190|27966|2149|25193|2071|7117|1436|18473|2033|2358|698|2436|896|415|372|0|258|1157|591|7655|1433
400C200US79039|644921|4342|623248|4863|563|435|622685|4882|603670|5026|59243|4345|551508|5618|16975|1970|30245|2876|506|238|157|151|8194|1661|13479|2135
400C200US79093|715229|8147|623503|8920|1801|732|621702|9024|600999|8791|191834|7100|392230|9492|17604|2050|39742|3163|2015|821|47|77|9575|1514|82151|4562
400C200US79201|27906|2030|23666|2103|0|242|23666|2103|22389|1979|4447|1392|18318|2270|1277|747|1452|647|0|242|0|242|3364|1054|876|533
400C200US79282|75438|2918|69635|2889|0|225|69635|2889|66382|2902|7144|1318|61124|2810|2944|1177|3922|937|127|183|0|225|2634|823|3169|1101
400C200US79309|88583|3005|86685|3021|185|259|86500|2974|84153|2997|6848|1420|77858|3104|2078|721|5522|1009|104|123|0|225|718|543|1180|548
400C200US79336|66269|2620|63797|2610|57|90|63740|2623|59878|2721|7127|1277|54814|2774|3440|983|2883|966|67|110|32|54|556|326|1916|753
400C200US79363|47852|2177|44131|2277|90|121|44041|2267|41936|2177|5838|1484|35930|2195|1832|672|3205|828|249|204|24|39|465|256|3256|1160
400C200US79417|42473|2597|38792|2610|59|71|38733|2608|36756|2378|5507|1151|32174|2899|1508|456|3256|936|155|175|0|225|228|242|3453|1049
400C200US79498|113343|3328|108856|3432|76|91|108780|3442|104250|3454|13330|1936|90981|3505|3674|982|7567|1627|356|264|122|148|2014|639|2473|804
400C200US79633|35560|1810|33248|1962|68|113|33180|1946|31500|2035|2660|828|30292|1826|1476|568|1609|799|0|220|0|220|1402|569|910|470
400C200US79768|123879|3076|113696|3448|42|67|113654|3436|109654|3650|12948|1923|97614|3519|3632|980|8169|1627|146|174|79|133|2936|1038|7247|1614
400C200US80362|48260|2263|45049|1935|0|225|45049|1935|42872|1930|5387|1423|38908|2223|1799|587|1902|479|23|43|46|80|1702|658|1509|836
400C200US80389|1479326|7291|1419451|8274|1349|556|1418102|8263|1369638|8280|149758|7706|1242275|11313|44500|3965|57008|4289|1597|833|228|199|26147|3283|33728|3906
400C200US80416|32033|2273|29918|2321|126|148|29792|2345|28119|2502|3765|945|23792|2491|1179|455|2214|819|88|143|406|695|978|569|1137|512
400C200US81118|32727|1553|30597|1636|19|32|30578|1634|29086|1692|3839|1161|25975|1834|1232|496|797|431|189|297|0|161|904|546|1226|477
400C200US81631|29779|1802|27354|1785|0|242|27354|1785|26638|1737|4777|1116|21278|1788|716|803|1723|907|0|242|0|242|622|405|1803|792
400C200US81739|118648|3318|107179|3609|0|224|107179|3609|103060|3680|15631|2266|87685|3821|3186|989|7153|1611|731|717|0|224|3335|1361|8134|1753
400C200US82144|45090|2367|43739|2398|55|98|43684|2383|41219|2294|2969|838|39642|2463|2407|871|3279|887|0|225|0|225|595|491|756|474
400C200US82225|42933|1538|38410|1522|0|213|38410|1522|36681|1511|5829|1464|31576|1783|1424|524|1977|614|0|213|38|70|1192|544|3331|947
400C200US82252|92240|2007|86312|2244|123|145|86189|2246|82620|2203|7807|1449|76547|2744|3534|1086|3017|895|35|58|0|179|2744|1014|3184|803
400C200US82468|35577|2618|34518|2668|0|224|34518|2668|33559|2684|4119|1365|29186|2422|919|525|1876|758|40|71|0|224|315|397|744|561
400C200US83116|110983|2507|102865|2748|30|48|102835|2746|97325|2931|16572|2130|83031|3126|4995|1235|5228|1053|141|161|28|48|2409|881|5709|1075
400C200US83332|58271|2415|55167|2545|90|108|55077|2553|53321|2583|5120|1107|48714|2623|1598|503|2417|790|117|150|0|187|375|225|2729|1054
400C200US83548|81116|2993|75755|3216|22|38|75733|3218|72650|3226|10839|2152|62105|3174|2923|788|4808|1380|101|118|18|35|1072|603|4289|1271
400C200US83764|189535|3096|179433|3105|147|121|179286|3092|165881|3455|18360|2183|155795|3537|12212|2018|7197|1542|264|178|0|218|3521|1128|6581|1263
400C200US83899|70929|2040|67071|2120|10|17|67061|2118|65189|2164|14779|2064|51272|2386|1647|489|2669|734|143|199|0|208|1584|756|2274|640
400C200US83926|175208|3509|159205|4033|127|223|159078|4018|143780|4357|31779|3545|122496|5183|14111|2685|5926|1593|82|104|418|404|3859|1188|12144|1827
400C200US83953|126509|3057|110297|2875|46|75|110251|2881|104660|2915|16592|2088|89497|3371|5182|1172|8720|2020|0|198|65|112|11480|1704|4732|1121
400C200US83980|33891|1584|31408|1648|0|211|31408|1648|29469|1528|4546|1033|25301|1622|1487|509|2069|602|215|264|0|211|766|359|1717|661
400C200US84024|73524|2993|69640|2988|0|247|69640|2988|65408|3124|7513|1467|60530|3064|3931|1064|3867|1381|0|247|62|104|1599|556|2285|767
400C200US84493|28689|1566|23959|1714|156|244|23803|1668|23174|1612|1510|572|21963|1687|467|281|978|469|68|115|0|192|3487|1086|1243|510
400C200US85087|122689|3239|115857|3458|142|154|115715|3488|113456|3367|15004|2323|96061|3794|2069|710|8654|1407|133|105|57|96|2393|743|4439|1099
400C200US85708|26860|1893|25157|1959|60|105|25097|1965|24190|2008|3571|1149|20733|1939|697|370|720|412|120|177|90|154|515|419|1188|600
400C200US86302|173733|2708|163315|2854|66|81|163249|2868|151870|3000|19287|2671|141320|3571|10349|1718|7822|1570|72|126|136|164|4318|1190|6100|1029
400C200US86464|111991|2644|102853|2982|108|129|102745|2988|95513|3469|16460|2546|84106|3469|5369|1489|5648|1663|331|391|165|276|6315|1509|2823|1153
400C200US86599|1199738|9501|1133270|10812|877|434|1132393|10812|1082938|11259|130900|6239|975030|13340|44307|3477|51892|4531|1456|764|679|511|30584|3282|35884|4086
400C200US87004|180751|4960|174010|5068|52|87|173958|5065|168858|4808|17191|2648|153748|4970|4792|1247|13060|2249|0|225|0|225|3046|1092|3695|1356
