GEO_ID|B28002_E001|B28002_M001|B28002_E002|B28002_M002|B28002_E003|B28002_M003|B28002_E004|B28002_M004|B28002_E005|B28002_M005|B28002_E006|B28002_M006|B28002_E007|B28002_M007|B28002_E008|B28002_M008|B28002_E009|B28002_M009|B28002_E010|B28002_M010|B28002_E011|B28002_M011|B28002_E012|B28002_M012|B28002_E013|B28002_M013
0100000US|132737146|140273|123873624|168553|127668|5526|123745956|167596|117696246|159388|16722836|79273|101582619|185920|5236488|41711|8891002|61332|420517|10583|83201|5016|2837112|35108|6026410|48495
0100089US|386689|11405|328567|10042|1086|424|327481|9993|302082|9451|54851|2685|235957|7842|18993|1789|45979|3018|4703|794|402|195|14672|1724|43450|2398
0100091US|1034128|4855|947427|5493|851|340|946576|5490|901765|5431|172235|4684|700593|6478|36192|2254|95484|3373|5904|920|651|288|22966|1868|63735|2665
0100093US|99343|2204|92632|2289|12|22|92620|2293|89164|2227|17756|1597|55632|2533|2203|559|21187|1337|1046|289|0|172|1990|474|4721|587
0100094US|452969|6773|414543|6788|601|329|413942|6782|396643|6709|58442|3272|339465|6176|14862|1739|32202|2280|1214|356|483|283|10203|1597|28223|1928
01000A0US|125285662|114850|117300820|141509|111494|4918|117189326|140970|111641225|136232|15546697|75823|96952703|168266|4847542|40077|7990189|54987|346331|10091|76053|4917|2660352|34287|5324490|46262
01000C0US|113826948|90963|106936949|115209|94435|4839|106842514|115215|101989513|113883|13922025|66465|89035196|141079|4268532|36805|6952841|48907|275868|9203|65468|4844|2372478|32339|4517521|42702
01000C1US|45714070|58068|42721072|69941|30166|3064|42690906|69623|40868302|66644|5856577|46994|35626622|82383|1625714|23763|2514276|30649|79892|4748|25229|3028|1133966|22608|1859032|24811
01000C2US|68112878|73342|64215877|84939|64269|3987|64151608|84812|61121211|84196|8065448|52001|53408574|101742|2642818|25651|4438565|38659|195976|7709|40239|3668|1238512|20664|2658489|29257
01000E0US|11458714|40083|10363871|43185|17059|2010|10346812|43138|9651712|43075|1624672|22026|7917507|44571|579010|12085|1037348|18348|70463|4123|10585|1630|287874|10821|806969|12824
01000E1US|3862597|33560|3489318|29350|4417|1000|3484901|29561|3261183|30045|525241|16580|2816518|24221|198931|8135|220447|8467|11122|1566|2768|948|127008|7152|246271|10098
01000E2US|7596117|60752|6874553|58104|12642|1703|6861911|57872|6390529|54407|1099431|15645|5100989|49207|380079|8986|816901|16800|59341|3762|7817|1278|160866|7255|560698|9193
01000G0US|7451484|35789|6572804|38097|16174|1700|6556630|37744|6055021|36185|1176139|13701|4629916|32066|388946|9382|900813|16500|74186|3541|7148|1199|176760|5784|701920|12173
01000H0US|18910198|67550|16936675|73186|33233|2711|16903442|72584|15706733|70687|2800811|25979|12547423|65435|967956|15999|1938161|29196|144649|5780|17733|2025|464634|12141|1508889|19057
010C201US|105762922|78049|99350596|87538|81517|4542|99269079|87566|94785910|89902|12818513|77026|83605740|109727|4008666|37613|5721962|43840|196044|8102|58116|4643|2309364|34210|4102962|43607
010C243US|26974224|156596|24523028|157493|46151|2987|24476877|156831|22910336|147743|3904323|30428|17976879|123067|1227822|18675|3169040|37786|224473|7946|25085|2286|527748|11494|1923448|21490
0200000US1|22938571|32208|21449506|38166|28722|2667|21420784|38841|20237901|42472|2848327|29104|18011628|49346|1073632|16420|997030|17913|43554|2980|15640|2493|423414|12752|1065651|17831
0200000US2|28507387|48511|26343352|54757|33097|2620|26310255|54511|24891920|56160|3707103|30411|21278113|60580|1234025|20249|1902731|24308|98326|4735|21250|2131|694888|16041|1469147|20833
0200000US3|51594863|72613|48019017|88133|39050|3050|47979967|87671|45768707|84404|6678182|46773|39144396|91679|1894298|27031|3636366|36780|166793|6189|29440|3453|1119721|21584|2456125|30204
0200000US4|29696325|29138|28061749|35319|26799|2624|28034950|35014|26797718|38807|3489224|31822|23148482|50781|1034533|17524|2354875|25801|111844|6577|16871|1998|599089|14301|1035487|20633
02000A0US1|22323304|30470|20892181|36289|25650|2411|20866531|36896|19738703|40660|2781560|28751|17570443|48072|1027559|15962|945339|17754|37598|2964|15111|2475|410375|12604|1020748|18138
02000A0US2|25904202|38493|24041130|45288|26915|2278|24014215|45167|22773045|47834|3306584|29927|19626736|53892|1092932|19532|1614139|22681|75036|4053|18417|2070|632120|15794|1230952|18964
02000A0US3|48167010|62136|45023090|76314|33795|2885|44989295|76161|42992300|73959|6080380|45178|37087158|83313|1729886|24788|3220116|34484|134873|6074|26909|3345|1040600|20719|2103320|29298
02000A0US4|28891146|27295|27344419|34235|25134|2529|27319285|33979|26137177|37988|3378173|30829|22668366|49324|997165|17186|2210595|25226|98824|6293|15616|1948|577257|13994|969470|19807
02000C0US1|20827033|27745|19524681|32829|23057|2464|19501624|33463|18489044|37827|2601806|27359|16456187|45791|925096|15243|852952|16801|30387|2963|14065|2347|382545|12287|919807|18040
02000C0US2|22359622|30340|20839142|36505|21045|2185|20818097|36509|19791189|38532|2791155|25946|17193540|44988|911847|18075|1319123|20063|55761|3535|13846|1931|536903|14900|983577|16160
02000C0US3|43638250|51859|40966660|65359|28491|2852|40938169|65246|39183961|64365|5394672|43870|34013232|72353|1529079|23652|2811511|32749|108840|5839|23552|3258|926565|19368|1745025|27591
02000C0US4|27002043|24986|25606466|31866|21842|2330|25584624|31713|24525319|36486|3134392|29603|21372237|46259|902510|16294|1969255|23969|80880|5919|14005|1929|526465|13328|869112|19338
02000C1US1|6928052|20414|6411901|24425|4622|1008|6407279|24498|6097371|25551|1070181|21420|5181123|28717|278615|11176|331220|11234|8617|2227|6274|1832|149698|9326|366453|11621
02000C1US2|8434533|23771|7784098|27301|6618|1434|7777480|27247|7406090|27971|1065892|19031|6479216|29776|336755|11042|442989|11558|14159|2284|4542|1179|271919|10344|378516|10601
02000C1US3|16806876|40570|15702045|47498|9850|1990|15692195|47397|15062360|44646|2166087|32201|13076001|50726|556651|15050|945341|22236|31858|2958|7974|1602|428277|14090|676554|16676
02000C1US4|13544609|30337|12823028|34092|9076|1587|12813952|33829|12302481|35436|1554417|21642|10890282|39204|453693|11079|794726|17017|25258|3063|6439|1584|284072|11059|437509|13692
02000C2US1|13898981|23989|13112780|26383|18435|2157|13094345|26875|12391673|26918|1531625|19815|11275064|37904|646481|12321|521732|12644|21770|2179|7791|1600|232847|8510|553354|11808
02000C2US2|13925089|29043|13055044|31065|14427|1693|13040617|31015|12385099|30534|1725263|21742|10714324|36152|575092|14493|876134|16708|41602|2818|9304|1490|264984|8802|605061|11590
02000C2US3|26831374|44526|25264615|48233|18641|2281|25245974|48021|24121601|47512|3228585|32622|20937231|56115|972428|19012|1866170|22605|76982|4792|15578|2832|498288|14099|1068471|20375
02000C2US4|13457434|29201|12783438|29851|12766|1920|12770672|29882|12222838|31558|1579975|17028|10481955|32217|448817|11452|1174529|19020|55622|4807|7566|1363|242393|9577|431603|13196
02000E0US1|1496271|8540|1367500|9364|2593|468|1364907|9395|1249659|9987|179754|5865|1114256|10428|102463|4601|92387|4293|7211|955|1046|408|27830|2523|100941|4487
02000E0US2|3544580|16510|3201988|18085|5870|816|3196118|18094|2981856|19677|515429|10716|2433196|18437|181085|6141|295016|9527|19275|1798|4571|1073|95217|4918|247375|6724
02000E0US3|4528760|21427|4056430|21871|5304|1263|4051126|21828|3808339|22538|685708|13408|3073926|22289|200807|6881|408605|9995|26033|2792|3357|874|114035|6602|358295|8521
02000E0US4|1889103|9886|1737953|12147|3292|805|1734661|12265|1611858|12953|243781|7899|1296129|15292|94655|5013|241340|7217|17944|1913|1611|519|50792|4529|100358|4661
02000E1US1|303449|7299|280144|7027|307|230|279837|7035|258172|7332|37466|3751|234454|6980|19992|1903|11789|1819|625|344|193|206|6758|1525|16547|2001
02000E1US2|1380557|20147|1240270|17379|1922|606|1238348|17365|1154037|17147|187751|8584|1003349|15371|75249|4625|68451|3866|4470|998|1395|682|47826|4255|92461|5750
02000E1US3|1483526|17921|1330955|17763|1554|604|1329401|17786|1254977|18533|211690|9584|1061124|14337|64785|4706|94688|5767|4164|1043|904|511|50300|4391|102271|5871
02000E1US4|695065|10895|637949|10158|634|321|637315|10162|593997|10715|88334|5572|517591|9512|38905|3819|45519|3719|1863|606|276|252|22124|2732|34992|3633
02000E2US1|1192822|9968|1087356|10200|2286|381|1085070|10194|991487|10278|142288|5224|879802|9956|82471|3969|80598|3669|6586|889|853|364|21072|2111|84394|4215
02000E2US2|2164023|28684|1961718|27130|3948|629|1957770|27035|1827819|26336|327678|7556|1429847|22098|105836|4055|226565|7997|14805|1548|3176|829|47391|3086|154914|4584
02000E2US3|3045234|25565|2725475|25548|3750|1008|2721725|25400|2553362|24254|474018|10554|2012802|22251|136022|5984|313917|9320|21869|2523|2453|670|63735|4631|256024|6996
02000E2US4|1194038|14406|1100004|14052|2658|862|1097346|14111|1017861|13643|155447|6167|778538|13852|55750|3724|195821|6613|16081|1871|1335|476|28668|3483|65366|4024
02000G0US1|615267|5616|557325|5935|3072|678|554253|5876|499198|5801|66767|3110|441185|6235|46073|2624|51691|2428|5956|754|529|237|13039|1467|44903|2907
02000G0US2|2603185|15161|2302222|15725|6182|969|2296040|15703|2118875|15687|400519|6997|1651377|14149|141093|4782|288592|6322|23290|1919|2833|684|62768|2958|238195|5642
02000G0US3|3427853|22385|2995927|22738|5255|1046|2990672|22643|2776407|22755|597802|11206|2057238|21128|164412|7061|416250|11060|31920|2663|2531|702|79121|4566|352805|9299
02000G0US4|805179|6171|717330|7099|1665|594|715665|7094|660541|6994|111051|4270|480116|8437|37368|2603|144280|6001|13020|1706|1255|548|21832|2597|66017|4191
02000H0US1|2111538|10206|1924825|11237|5665|809|1919160|11182|1748857|11732|246521|6932|1555441|12265|148536|5256|144078|5108|13167|1362|1575|466|40869|2738|145844|4858
02000H0US2|6147765|27132|5504210|28728|12052|1252|5492158|28672|5100731|29199|915948|12374|4084573|26323|322178|7845|583608|12323|42565|2705|7404|1285|157985|5722|485570|8937
02000H0US3|7956613|35399|7052357|38218|10559|1668|7041798|38093|6584746|38450|1283510|17066|5131164|35031|365219|10049|824855|16316|57953|3995|5888|1135|193156|8141|711100|13498
02000H0US4|2694282|12422|2455283|14634|4957|1032|2450326|14585|2272399|14895|354832|9069|1776245|18308|132023|5815|385620|8982|30964|2639|2866|665|72624|4757|166375|7209
020C201US1|19220808|28910|18003766|33407|19642|2254|17984124|34068|17059690|36172|2430588|27226|15175834|46639|848608|14942|768436|16111|22936|2703|12964|2246|365013|12437|852029|18110
020C201US2|21260068|47830|19779515|45735|18349|2094|19761166|45976|18769833|49017|2608596|29272|16555067|40309|895529|18021|1076900|19342|40776|3455|12565|1887|549127|14818|931426|20001
020C201US3|39090430|51506|36734464|58351|23453|2616|36711011|58097|35167080|59039|4756344|44724|30882809|64777|1369831|24625|2215960|32598|73581|4689|20497|2949|873754|19271|1482212|24508
020C201US4|26191616|32261|24832851|39528|20073|2338|24812778|39351|23789307|41689|3022985|30888|20992030|51083|894698|16267|1660666|22543|58751|4709|12090|1911|521470|13153|837295|19117
020C243US1|3717763|25130|3445740|24681|9080|1106|3436660|24546|3178211|24216|417739|9326|2835794|21948|225024|6745|228594|6807|20618|1627|2676|730|58401|3974|213622|6503
020C243US2|7247319|73595|6563837|70477|14748|1448|6549089|70193|6122087|66954|1098507|15601|4723046|56307|338496|8052|825831|14535|57550|2882|8685|1292|145761|5354|537721|9791
020C243US3|12504433|66557|11284553|71344|15597|2049|11268956|71075|10601627|68679|1921838|19119|8261587|54466|524467|12349|1420406|20900|93212|5077|8943|1750|245967|8393|973913|15383
020C243US4|3504709|26109|3228898|24937|6726|1324|3222172|24911|3008411|23730|466239|10405|2156452|21471|139835|6704|694209|14358|53093|4453|4781|989|77619|4683|198192|8490
0300000US1|6204829|15099|5842946|19071|7936|1388|5835010|19192|5502925|20612|671395|13662|5011881|22765|306429|10437|240598|8357|11301|1551|3474|1058|107257|6196|254626|8650
0300000US2|16733742|25185|15606560|31213|20786|2271|15585774|31493|14734976|34623|2176932|27944|12999747|41812|767203|13460|756432|15998|32253|2565|12166|2267|316157|10268|811025|16376
0300000US3|19476886|34340|18039014|37637|20343|2024|18018671|37726|17066516|41458|2573285|24308|14572813|45763|830675|16678|1259357|20949|65574|3646|14388|1793|442922|13860|994950|15763
0300000US4|9030501|23597|8304338|26701|12754|1380|8291584|26685|7825404|27127|1133818|17181|6705300|29100|403350|11398|643374|12726|32752|2840|6862|1485|251966|7726|474197|11863
0300000US5|27415188|49948|25660761|56813|21164|2275|25639597|56831|24436433|55481|3319969|35154|21313970|61698|1049145|19067|1728345|27327|75934|4527|17373|2520|603060|16439|1151367|18930
0300000US6|8030439|25304|7336929|29337|6074|1053|7330855|29268|6940332|28325|1098315|18885|5853207|32440|329523|10304|582947|13648|32274|3115|4486|1173|189686|7670|503824|11351
0300000US7|16149236|28440|15021327|35352|11812|1885|15009515|35198|14391942|35043|2259898|26361|11977219|42120|515630|14014|1325074|20454|58585|4156|7581|1719|326975|11216|800934|18283
0300000US8|10219141|19079|9579165|23003|10774|1658|9568391|22723|9069550|23103|1210061|19854|7782359|32686|411925|10973|887824|15281|50871|4813|7521|1526|242495|9946|397481|11625
0300000US9|19477184|23076|18482584|27606|16025|2037|18466559|27579|17728168|31273|2279163|25829|15366123|38263|622608|14521|1467051|21538|60973|3906|9350|1424|356594|10086|638006|16932
03000A0US1|5910672|13735|5573469|17180|6483|1204|5566986|17387|5261864|18778|641617|13584|4799510|21799|284454|10019|214081|8052|7903|1497|3158|1020|101416|5914|235787|8341
03000A0US2|16412632|24290|15318712|30218|19167|2164|15299545|30487|14476839|33786|2139943|27666|12770933|41142|743105|13239|731258|15994|29695|2479|11953|2267|308959|10225|784961|16196
03000A0US3|18227537|29500|16939136|33551|17394|1807|16921742|33695|16052079|37507|2373912|24298|13803816|42273|766606|16759|1115389|20298|52805|3249|13000|1701|414974|13787|873427|14031
03000A0US4|7676665|18890|7101994|21192|9521|1234|7092473|21218|6720966|23315|932672|16430|5822920|25749|326326|10362|498750|10465|22231|2342|5417|1447|217146|7574|357525|10976
03000A0US5|26019861|44521|24438679|51349|18870|2190|24419809|51500|23310847|50292|3103879|35004|20434060|59669|973775|18072|1572710|26059|63508|4186|16446|2445|572159|15720|1009023|19224
03000A0US6|7089975|23197|6518528|26217|4784|915|6513744|26192|6188887|26043|934974|17143|5274662|29326|278133|9354|487910|12261|24367|2722|4125|1151|165773|7668|405674|10183
03000A0US7|15057174|26001|14065883|32535|10141|1769|14055742|32253|13492566|32326|2041527|26373|11378436|39461|477978|13282|1159496|19491|46998|3917|6338|1644|302668|10939|688623|16905
03000A0US8|9686948|18245|9110347|22958|9281|1502|9101066|22760|8640003|23301|1139742|19432|7454860|31450|384930|10892|805435|14161|43614|4536|6338|1381|226997|9535|349604|10612
03000A0US9|19204198|22034|18234072|27088|15853|2041|18218219|27093|17497174|30525|2238431|25035|15213506|37530|612235|14261|1405160|21050|55210|3809|9278|1422|350260|10253|619866|16615
03000C0US1|5412422|12264|5104452|15316|5772|1156|5098680|15536|4832624|16802|595286|13042|4395454|19864|248484|9003|187581|7800|6575|1431|3025|1018|92490|5668|215480|8116
03000C0US2|15414611|22525|14420229|28027|17285|2209|14402944|28404|13656420|32071|2006520|27060|12060733|39633|676612|13047|665371|15137|23812|2452|11040|2115|290055|10103|704327|16134
03000C0US3|15958082|25139|14886601|28742|13699|1778|14872902|28976|14138609|32212|2037335|22556|12258714|36505|653804|15829|921215|18562|39483|2989|9647|1392|357651|12923|713830|12573
03000C0US4|6401540|14612|5952541|16806|7346|1060|5945195|16798|5652580|18362|753820|14819|4934826|22433|258043|8619|397908|9233|16278|1983|4199|1276|179252|7333|269747|8807
03000C0US5|24227638|40985|22817126|46274|17074|2056|22800052|46416|21787789|45252|2848371|33598|19168818|53687|892441|17232|1424259|25158|53777|4311|14642|2433|531978|14283|878534|17686
03000C0US6|5662125|20624|5252256|23461|3139|852|5249117|23452|5004456|22585|729598|16370|4295430|28031|209805|8378|376251|9337|17252|2091|3285|1090|121628|6965|288241|8887
03000C0US7|13748487|24320|12897278|30896|8278|1730|12889000|30801|12391716|31601|1816703|24355|10548984|37186|426833|12974|1011001|18369|37811|3668|5625|1560|272959|11106|578250|15894
03000C0US8|8667540|17584|8180505|21644|7482|1446|8173023|21582|7778211|21896|1005429|18036|6767980|29746|334253|10221|670958|13362|33930|4025|5308|1410|198043|9376|288992|9671
03000C0US9|18334503|20045|17425961|25145|14360|1899|17411601|25077|16747108|28316|2128963|24801|14604257|36151|568257|13529|1298297|20587|46950|3531|8697|1382|328422|10011|580120|16199
03000C1US1|1371022|9568|1278883|10091|1008|532|1277875|10091|1213948|10788|173290|7824|1071094|11751|59512|5309|57474|4708|1733|865|338|241|27812|3477|64327|5041
03000C1US2|5557030|19691|5133018|23291|3614|929|5129404|23215|4883423|23465|896891|21003|4110029|27072|219103|9655|273746|10494|6884|1881|5936|1813|121886|7806|302126|11461
03000C1US3|5664556|19522|5234567|22056|4177|1196|5230390|22077|4983871|23776|754345|16149|4320696|23105|225135|9764|297088|9134|8884|1572|2844|914|167898|9175|262091|8324
03000C1US4|2769977|11643|2549531|11985|2441|718|2547090|12017|2422219|12246|311547|11338|2158520|14891|111620|5782|145901|6356|5275|1416|1698|774|104021|5452|116425|5861
03000C1US5|7642886|30523|7159342|32615|4449|1151|7154893|32759|6854601|31478|937008|19785|6020674|32433|265916|9560|393167|13483|14370|2321|4289|1171|212634|10414|270910|11599
03000C1US6|2312840|14847|2147042|16280|1000|447|2146042|16305|2053666|15934|305884|11683|1776176|18011|81869|5707|125112|6427|4813|1075|904|606|56748|4905|109050|5496
03000C1US7|6851150|28180|6395661|30955|4401|1338|6391260|30756|6154093|29773|923195|20714|5279151|33728|208866|9474|427062|14680|12675|1727|2781|844|158895|8182|296594|11346
03000C1US8|4562849|17891|4289745|21981|3435|981|4286310|22026|4085032|22297|542957|15223|3608708|25685|176427|7805|274186|11534|12283|2319|2552|1156|114405|8563|158699|8000
03000C1US9|8981760|23283|8533283|25703|5641|1299|8527642|25487|8217449|26457|1011460|18187|7281574|30288|277266|8882|520540|12634|12975|1695|3887|1105|169667|7488|278810|11040
03000C2US1|4041400|14384|3825569|15757|4764|990|3820805|16017|3618676|16037|421996|10824|3324360|19308|188972|7522|130107|5853|4842|1168|2687|990|64678|4239|151153|6458
03000C2US2|9857581|18895|9287211|19993|13671|1916|9273540|20208|8772997|21442|1109629|17170|7950704|29626|457509|10820|391625|11275|16928|1721|5104|1217|168169|7146|402201|9533
03000C2US3|10293526|24155|9652034|24079|9522|1336|9642512|24159|9154738|23493|1282990|19506|7938018|28940|428669|11405|624127|15548|30599|2565|6803|1196|189753|7563|451739|9693
03000C2US4|3631563|12890|3403010|14059|4905|905|3398105|14000|3230361|14995|442273|8993|2776306|16317|146423|6489|252007|7410|11003|1429|2501|909|75231|4478|153322|5964
03000C2US5|16584752|35477|15657784|36372|12625|1813|15645159|36348|14933188|36464|1911363|25901|13148144|42767|626525|15570|1031092|19216|39407|3519|10353|2083|319344|10488|607624|12446
03000C2US6|3349285|17399|3105214|19155|2139|798|3103075|19163|2950790|19182|423714|11589|2519254|21222|127936|5979|251139|8060|12439|1779|2381|895|64880|4964|179191|7029
03000C2US7|6897337|24523|6501617|27962|3877|907|6497740|27778|6237623|28426|893508|16939|5269833|28748|217967|9728|583939|12989|25136|3294|2844|1373|114064|6827|281656|11122
03000C2US8|4104691|17361|3890760|18276|4047|1026|3886713|18358|3693179|19115|462472|10786|3159272|19398|157826|6741|396772|8998|21647|3049|2756|877|83638|5452|130293|6562
03000C2US9|9352743|22979|8892678|21958|8719|1614|8883959|21832|8529659|23255|1117503|15488|7322683|25407|290991|8774|777757|16622|33975|2819|4810|1006|158755|7645|301310|11708
03000E0US1|498250|5147|469017|5332|711|297|468306|5380|429240|5764|46331|3232|404056|6395|35970|2870|26500|2342|1328|418|133|90|8926|1408|20307|2117
03000E0US2|998021|6507|898483|8008|1882|345|896601|8029|820419|8485|133423|5116|710200|8336|66493|3540|65887|3533|5883|802|913|392|18904|1885|80634|3932
03000E0US3|2269455|10600|2052535|11412|3695|642|2048840|11458|1913470|12619|336577|8485|1545102|13295|112802|4747|194174|6999|13322|1515|3353|942|57323|3438|159597|5223
03000E0US4|1275125|8513|1149453|9554|2175|474|1147278|9505|1068386|10505|178852|5999|888094|10344|68283|4416|100842|4726|5953|946|1218|638|37894|2649|87778|4772
03000E0US5|1792223|12295|1621553|12233|1796|639|1619757|12264|1523058|12842|255508|9046|1265242|14497|81334|4442|148451|6250|9731|1658|1804|670|40181|3582|130489|5796
03000E0US6|1427850|10496|1266272|11818|1645|548|1264627|11836|1184431|11997|205376|7944|979232|12410|68328|4577|111659|6470|7115|1350|840|530|44145|3986|117433|4976
03000E0US7|1308687|8382|1168605|10107|1863|739|1166742|10071|1100850|10632|224824|6191|829452|9840|51145|3458|148495|5419|9187|1574|713|326|29709|2949|110373|5507
03000E0US8|1019408|6699|929842|8504|1799|635|928043|8533|861792|9469|134313|6853|686880|10870|50677|4220|134477|5604|9684|1563|1030|437|28954|3315|60612|3934
03000E0US9|869695|7559|808111|8689|1493|667|806618|8696|750066|8955|109468|4842|609249|9604|43978|3276|106863|4951|8260|1423|581|289|21838|2930|39746|2914
03000E1US1|119048|4730|110388|4686|176|155|110212|4679|102037|4564|12096|1998|95379|5193|7866|1464|4045|977|0|213|0|213|2570|833|6090|1383
03000E1US2|184401|5385|169756|5415|131|173|169625|5404|156135|5725|25370|3240|139075|4730|12126|1522|7744|1390|625|344|193|206|4188|1182|10457|1630
03000E1US3|729696|11332|657725|10568|800|365|656925|10559|612697|10619|100441|5692|530611|9814|38950|2700|34780|2861|2648|808|899|565|26151|2935|45820|3843
03000E1US4|650861|11802|582545|9900|1122|472|581423|9910|541340|9890|87310|5106|472738|9731|36299|3440|33671|2935|1822|716|496|398|21675|2519|46641|4245
03000E1US5|451909|9808|410711|9399|417|296|410294|9393|387562|9418|62457|5160|332166|9050|20104|2597|26391|3071|1178|596|682|485|14400|2437|26798|2899
03000E1US6|443269|8507|391097|8506|521|288|390576|8512|367204|8489|58747|4855|314430|7645|21565|2910|26882|3145|873|499|70|86|21109|2992|31063|3115
03000E1US7|588348|9594|529147|9900|616|450|528531|9955|500211|9726|90486|4989|414528|8490|23116|2359|41415|3547|2113|637|152|162|14791|2379|44410|3595
03000E1US8|420150|8448|381596|7986|457|276|381139|7997|354095|8154|53011|4411|307713|7421|24264|3204|29162|3086|1141|462|233|240|13950|2016|24604|2818
03000E1US9|274915|6794|256353|6480|177|183|256176|6485|239902|6579|35323|3098|209878|5759|14641|2149|16357|2175|722|359|43|86|8174|1689|10388|1868
03000E2US1|379202|5605|358629|5655|535|243|358094|5673|327203|5436|34235|2731|308677|5882|28104|2313|22455|2153|1328|418|133|90|6356|1193|14217|1682
03000E2US2|813620|7447|728727|8031|1751|312|726976|8046|664284|8048|108053|4498|571125|7787|54367|3112|58143|3048|5258|725|720|346|14716|1608|70177|3902
03000E2US3|1539759|15926|1394810|15412|2895|542|1391915|15403|1300773|15277|236136|6684|1014491|13753|73852|3467|159394|6641|10674|1352|2454|738|31172|2448|113777|4175
03000E2US4|624264|14705|566908|13805|1053|362|565855|13729|527046|13435|91542|3670|415356|11578|31984|2331|67171|3315|4131|802|722|444|16219|1663|41137|2171
03000E2US5|1340314|13248|1210842|12781|1379|517|1209463|12791|1135496|12287|193051|6572|933076|13377|61230|4210|122060|6026|8553|1495|1122|460|25781|3013|103691|4933
03000E2US6|984581|11264|875175|11889|1124|523|874051|11812|817227|11657|146629|6364|664802|10312|46763|3570|84777|5639|6242|1293|770|528|23036|2252|86370|4715
03000E2US7|720339|10400|639458|9893|1247|500|638211|9830|600639|9697|134338|5736|414924|8210|28029|2565|107080|4610|7074|1466|561|285|14918|1832|65963|3992
03000E2US8|599258|9440|548246|9440|1342|623|546904|9448|507697|9512|81302|4985|379167|9836|26413|2996|105315|4779|8543|1576|797|371|15004|2374|36008|3271
03000E2US9|594780|9094|551758|9111|1316|696|550442|9058|510164|8952|74145|4384|399371|8929|29337|2605|90506|4471|7538|1406|538|273|13664|2250|29358|2553
03000G0US1|294157|4077|269477|4318|1453|494|268024|4308|241061|4579|29778|2007|212371|4563|21975|1998|26517|1857|3398|686|316|164|5841|1109|18839|2610
03000G0US2|321110|3453|287848|3937|1619|494|286229|3902|258137|3747|36989|2286|228814|3926|24098|1716|25174|1516|2558|462|213|173|7198|1160|26064|1778
03000G0US3|1249349|9501|1099878|9787|2949|688|1096929|9847|1014437|10058|199373|5635|768997|9247|64069|2778|143968|4559|12769|1400|1388|440|27948|2158|121523|4340
03000G0US4|1353836|9119|1202344|10207|3233|595|1199111|10231|1104438|9849|201146|4834|882380|9316|77024|3297|144624|5211|10521|1289|1445|523|34820|2259|116672|3508
03000G0US5|1395327|12577|1222082|12529|2294|614|1219788|12450|1125586|12331|216090|8201|879910|12272|75370|4722|155635|6557|12426|1650|927|397|30901|3214|142344|6884
03000G0US6|940464|9010|818401|9445|1290|466|817111|9403|751445|9641|163341|6280|578545|10227|51390|3815|95037|4940|7907|1426|361|243|23913|2245|98150|4211
03000G0US7|1092062|10022|955444|10662|1671|663|953773|10660|899376|9975|218371|6847|598783|10941|37652|2841|165578|6407|11587|1650|1243|565|24307|2788|112311|4222
03000G0US8|532193|5302|468818|5861|1493|604|467325|5894|429547|5652|70319|3743|327499|6445|26995|2223|82389|4768|7257|1211|1183|548|15498|2119|47877|3380
03000G0US9|272986|3371|248512|3824|172|113|248340|3849|230994|4024|40732|3141|152617|4701|10373|1545|61891|3458|5763|966|72|87|6334|1124|18140|2140
03000H0US1|792407|6271|738494|6781|2164|578|736330|6781|670301|7498|76109|4074|616427|7426|57945|3579|53017|3170|4726|852|449|183|14767|1778|39146|3074
03000H0US2|1319131|7779|1186331|9076|3501|573|1182830|9048|1078556|9631|170412|5851|939014|9440|90591|4008|91061|4029|8441|989|1126|424|26102|2155|106698|4136
03000H0US3|3518804|16718|3152413|17359|6644|955|3145769|17368|2927907|17830|535950|10191|2314099|18166|176871|5280|338142|8902|26091|2017|4741|1080|85271|4032|281120|7062
03000H0US4|2628961|14084|2351797|15577|5408|735|2346389|15588|2172824|15457|379998|7450|1770474|15268|145307|5616|245466|7376|16474|1604|2663|819|72714|3443|204450|6097
03000H0US5|3187550|18780|2843635|19842|4090|810|2839545|19740|2648644|19845|471598|11554|2145152|19708|156704|6837|304086|9903|22157|2519|2731|721|71082|4903|272833|8684
03000H0US6|2368314|13435|2084673|15457|2935|759|2081738|15420|1935876|15894|368717|10240|1557777|16764|119718|5816|206696|8150|15022|2146|1201|607|68058|4284|215583|6855
03000H0US7|2400749|13659|2124049|15528|3534|1061|2120515|15565|2000226|15002|443195|8901|1428235|15487|88797|4643|314073|9016|20774|2256|1956|618|54016|4245|222684|7534
03000H0US8|1551601|8476|1398660|9978|3292|899|1395368|9964|1291339|10602|204632|7406|1014379|12839|77672|4785|216866|6885|16941|1997|2213|648|44452|3650|108489|5683
03000H0US9|1142681|8717|1056623|9623|1665|668|1054958|9619|981060|10165|150200|6193|761866|11212|54351|3717|168754|6269|14023|1802|653|302|28172|2953|57886|3619
030C201US1|4951634|16731|4655409|19437|5137|1230|4650272|19581|4402065|20549|560696|12880|3995596|21408|233137|9488|168045|7437|5056|1209|2573|974|89037|5816|207188|7722
030C201US2|14269174|24875|13348357|29919|14505|1890|13333852|30217|12657625|32813|1869892|27458|11180238|40342|615471|12249|600391|14009|17880|2414|10391|2040|275976|10114|644841|15926
030C201US3|15006859|33930|13983990|35073|11226|1666|13972764|35257|13278478|40214|1887383|22261|11668808|34202|629658|15805|752008|17578|27734|2675|8609|1496|362784|13131|660085|14809
