GEO_ID|B23025_E001|B23025_M001|B23025_E002|B23025_M002|B23025_E003|B23025_M003|B23025_E004|B23025_M004|B23025_E005|B23025_M005|B23025_E006|B23025_M006|B23025_E007|B23025_M007
0200000US2|55608276|18545|36021213|50702|35907310|50657|34555317|53062|1351993|23921|113903|5892|19587063|44524
0200000US3|104669333|29268|65702485|81161|65011633|79015|62268694|84890|2742939|35208|690852|15174|38966848|81524
0200000US4|63936327|17348|41090769|61315|40666157|62544|38718175|68773|1947982|24935|424612|11354|22845558|63621
02000A0US1|45733264|13611|29562652|56959|29496923|57682|28166508|59598|1330415|24119|65729|4619|16170612|55860
02000A0US2|50651686|17829|33122652|48664|33011962|48449|31750712|49876|1261250|23605|110690|5937|17529034|44286
02000A0US3|97740365|28802|62091960|78306|61412393|76239|58836058|80877|2576335|33819|679567|14873|35648405|80063
02000A0US4|62348563|17365|40219381|60746|39798224|61954|37889674|67767|1908550|24958|421157|11763|22129182|62549
02000C0US1|42759159|12707|27804280|56225|27740399|57204|26479500|59637|1260899|23892|63881|4571|14954879|55203
02000C0US2|43710250|14549|28854067|44855|28758774|45112|27647472|45533|1111302|23033|95293|5885|14856183|43885
02000C0US3|88651792|26985|57006935|76977|56361807|75368|54011493|80229|2350314|31818|645128|15108|31644857|79523
02000C0US4|58535261|16196|38026853|56326|37629960|57911|35822043|62660|1807917|23146|396893|11402|20508408|59096
02000C1US1|13727160|20710|8825858|37636|8807635|37509|8270559|39144|537076|19213|18223|2382|4901302|36629
02000C1US2|15870662|26510|10546124|33432|10519820|34104|10005871|33641|513949|16030|26304|4363|5324538|29216
02000C1US3|32482422|43433|21374872|58421|21047501|56820|20076940|57886|970561|21103|327371|10066|11107550|58502
02000C1US4|28270827|34978|18884254|50057|18721274|49584|17806328|50875|914946|15845|162980|9715|9386573|43518
02000C2US1|29031999|21972|18978422|45830|18932764|46718|18208941|48263|723823|16023|45658|3958|10053577|42562
02000C2US2|27839588|27720|18307943|40817|18238954|40959|17641601|42328|597353|12937|68989|4480|9531645|41610
02000C2US3|56169370|40129|35632063|74985|35314306|73307|33934553|80762|1379753|22715|317757|11284|20537307|68694
02000C2US4|30264434|35795|19142599|44497|18908686|45016|18015715|49490|892971|19284|233913|7220|11121835|44193
02000E0US1|2974105|4203|1758372|12856|1756524|12956|1687008|13702|69516|3811|1848|726|1215733|12899
02000E0US2|6941436|9028|4268585|16466|4253188|16149|4103240|16816|149948|6193|15397|2246|2672851|14145
02000E0US3|9088573|13375|5085025|24727|5050586|24390|4824565|25215|226021|9259|34439|3221|4003548|24688
02000E0US4|3813302|8668|2192528|13928|2168264|14013|2067631|15077|100633|6182|24264|2769|1620774|14174
02000E1US1|575674|12340|347284|11151|346863|11179|329355|11005|17508|1957|421|292|228390|8512
02000E1US2|2653211|40640|1641713|27047|1632631|27077|1563684|25178|68947|5178|9082|2171|1011498|20587
02000E1US3|2896555|32474|1669905|24133|1659141|24706|1572849|23918|86292|5686|10764|2114|1226650|19579
02000E1US4|1374380|16403|830958|15868|818370|15685|775239|15696|43131|4117|12588|2465|543422|10323
02000E2US1|2398431|13341|1411088|15170|1409661|15204|1357653|15539|52008|3358|1427|644|987343|11194
02000E2US2|4288225|44449|2626872|33873|2620557|33822|2539556|33425|81001|3774|6315|1184|1661353|17166
02000E2US3|6192018|34074|3415120|28902|3391445|28257|3251716|28387|139729|7360|23675|2412|2776898|21934
02000E2US4|2438922|17901|1361570|16072|1349894|15990|1292392|16116|57502|4251|11676|1725|1077352|13916
02000G0US1|1175529|1974|661676|6599|660899|6678|638299|7003|22600|1904|777|379|513853|6598
02000G0US2|4956590|8372|2898561|13023|2895348|13187|2804605|13493|90743|3615|3213|1125|2058029|11965
02000G0US3|6928968|15318|3610525|22010|3599240|22112|3432636|24452|166604|8288|11285|1495|3318443|22289
02000G0US4|1587764|7182|871388|11083|867933|11189|828501|11481|39432|3257|3455|1999|716376|9847
02000H0US1|4149634|4876|2420048|14601|2417423|14725|2325307|15249|92116|3991|2625|769|1729586|14176
02000H0US2|11898026|11691|7167146|22361|7148536|22510|6907845|24218|240691|7369|18610|2477|4730880|18770
02000H0US3|16017541|15727|8695550|35467|8649826|35375|8257201|36967|392625|12750|45724|3705|7321991|33802
02000H0US4|5401066|9187|3063916|17987|3036197|18001|2896132|19448|140065|6402|27719|3696|2337150|17323
020C201US1|39221507|45702|25520024|59870|25461843|60562|24256904|60871|1204939|24381|58181|4467|13701483|53790
020C201US2|41122727|102273|27124215|73471|27028536|73210|25929822|69001|1098714|22947|95679|5787|13998512|61163
020C201US3|78806983|87820|51052862|84080|50457144|85314|48269539|88402|2187605|30400|595718|15419|27754121|79634
020C201US4|56614986|50897|37040618|59905|36671266|60278|34905794|65809|1765472|24024|369352|10885|19574368|63924
020C243US1|7687286|45306|4704304|41574|4695979|41603|4547903|40461|148076|6814|8325|1438|2982982|22510
020C243US2|14485549|112994|8896998|84363|8878774|84323|8625495|82203|253279|8125|18224|2173|5588551|38186
020C243US3|25862350|92139|14649623|75790|14554489|75721|13999155|76814|555334|13841|95134|6809|11212727|52879
020C243US4|7321341|49528|4050151|38080|3994891|37821|3812381|37649|182510|7683|55260|4433|3271190|27267
0300000US1|12644946|6687|8368591|26868|8344072|26918|8018598|30160|325474|11033|24519|2490|4276355|25001
0300000US2|34263847|11888|21855737|47018|21813750|47306|20786209|50058|1027541|21622|41987|3299|12408110|46523
0300000US3|38192426|13174|24430113|42529|24377187|42677|23379989|43698|997198|19801|52926|4128|13762313|39845
0300000US4|17415850|11600|11591100|31669|11530123|30868|11175328|34611|354795|12458|60977|4368|5824750|28928
0300000US5|55671475|18436|34853807|62993|34395594|63240|32983550|67773|1412044|23898|458213|12508|20817668|63807
0300000US6|15850947|11702|9559976|29287|9496361|29695|9104137|30253|392224|12143|63615|4627|6290971|29232
0300000US7|33146911|14407|21288702|50215|21119678|51009|20181007|48472|938671|19579|169024|8231|11858209|54067
0300000US8|20738857|9405|13337809|35998|13213727|37764|12691251|40843|522476|13805|124082|7055|7401048|36398
0300000US9|43197470|13015|27752960|50637|27452430|50310|26026924|53795|1425506|21338|300530|9002|15444510|53491
03000A0US1|12093554|6859|8047307|26463|8023299|26519|7708277|29852|315022|10874|24008|2520|4046247|24582
03000A0US2|33639710|11883|21515345|47234|21473624|47474|20458231|49512|1015393|21405|41721|3274|12124365|46937
03000A0US3|35809421|13414|23091466|39999|23039665|40153|22086962|42141|952703|19916|51801|4134|12717955|37860
03000A0US4|14842265|11042|10031186|29833|9972297|28982|9663750|32024|308547|11853|58889|4346|4811079|27236
03000A0US5|52848655|18340|33399694|61271|32945497|61595|31595879|66316|1349618|23834|454197|12252|19448961|63247
03000A0US6|13962231|15036|8586777|28053|8524583|28625|8183614|29330|340969|11399|62194|4497|5375454|26977
03000A0US7|30929479|15444|20105489|49341|19942313|50263|19056565|48492|885748|19312|163176|8093|10823990|53114
03000A0US8|19699055|10373|12767881|35418|12644463|37490|12143596|40697|500867|13797|123418|7089|6931174|34772
03000A0US9|42649508|13179|27451500|49680|27153761|49125|25746078|52181|1407683|21305|297739|9618|15198008|52801
03000C0US1|11101244|6396|7418193|25146|7394688|25351|7100417|28802|294271|11087|23505|2527|3683051|23937
03000C0US2|31657915|11315|20386087|46538|20345711|46813|19379083|48248|966628|20859|40376|3233|11271828|45736
03000C0US3|31347385|12101|20403690|38879|20353875|38971|19501010|40805|852865|19865|49815|4094|10943695|37814
03000C0US4|12362865|9021|8450377|26670|8404899|26399|8146462|28264|258437|10817|45478|3877|3912488|25961
03000C0US5|49287080|18169|31422406|58436|30989416|59003|29730941|64200|1258475|22620|432990|12167|17864674|60425
03000C0US6|11136701|12663|7010857|24408|6957625|25325|6681448|26416|276177|9891|53232|4311|4125844|24678
03000C0US7|28228011|13284|18573672|46338|18414766|47576|17599104|46129|815662|19546|158906|8073|9654339|49635
03000C0US8|17652248|9075|11536611|31163|11426769|33525|10978253|36981|448516|12690|109842|6445|6115637|30666
03000C0US9|40883013|12072|26490242|48771|26203191|48380|24843790|50695|1359401|20215|287051|9406|14392771|51617
03000C1US1|2768434|10984|1851832|16516|1846945|16421|1754705|17931|92240|6908|4887|1284|916602|16016
03000C1US2|10958726|15577|6974026|31453|6960690|31434|6515854|32419|444836|16572|13336|1971|3984700|30528
03000C1US3|10700844|24617|6996281|30463|6983873|30183|6595333|29585|388540|13566|12408|2894|3704563|26700
03000C1US4|5169818|13427|3549843|19485|3535947|19407|3410538|21208|125409|7490|13896|2699|1619975|18296
03000C1US5|14632072|35379|9559761|37826|9340503|38548|8918883|38636|421620|14216|219258|8304|5072311|37395
03000C1US6|4325515|14374|2796785|21198|2772808|21652|2643033|21775|129775|7787|23977|3767|1528730|20153
03000C1US7|13524835|26405|9018326|40614|8934190|41995|8515024|39296|419166|14739|84136|6168|4506509|36825
03000C1US8|9040274|20740|6041383|28126|5984122|28969|5730007|29705|254115|9239|57261|4947|2998891|27422
03000C1US9|19230553|30621|12842871|40685|12737152|40449|12076321|40365|660831|14648|105719|8368|6387682|35454
03000C2US1|8332810|11451|5566361|23877|5547743|24218|5345712|26238|202031|9080|18618|2144|2766449|21083
03000C2US2|20699189|17039|13412061|36850|13385021|37100|12863229|38760|521792|13728|27040|2728|7287128|36887
03000C2US3|20646541|26426|13407409|35691|13370002|35768|12905677|37404|464325|11975|37407|3498|7239132|35993
03000C2US4|7193047|15182|4900534|21772|4868952|21422|4735924|21866|133028|7434|31582|2825|2292513|19405
03000C2US5|34655008|32847|21862645|55921|21648913|55515|20812058|59519|836855|16864|213732|9322|12792363|51748
03000C2US6|6811186|16757|4214072|22037|4184817|22390|4038415|23268|146402|7181|29255|2262|2597114|21215
03000C2US7|14703176|28391|9555346|35708|9480576|35574|9084080|36447|396496|12787|74770|5505|5147830|35203
03000C2US8|8611974|18938|5495228|23589|5442647|24346|5248246|26748|194401|8770|52581|4235|3116746|23321
03000C2US9|21652460|31482|13647371|38671|13466039|38327|12767469|41053|698570|17279|181332|5912|8005089|39356
03000E0US1|992310|2468|629114|6624|628611|6652|607860|7356|20751|2127|503|340|363196|6737
03000E0US2|1981795|2764|1129258|9895|1127913|9911|1079148|10675|48765|3356|1345|610|852537|9977
03000E0US3|4462036|5069|2687776|11876|2685790|11829|2585952|12085|99838|5241|1986|630|1774260|11271
03000E0US4|2479400|6810|1580809|11594|1567398|11492|1517288|12609|50110|4351|13411|2081|898591|9244
03000E0US5|3561575|7729|1977288|15771|1956081|15837|1864938|16555|91143|6085|21207|2435|1584287|15728
03000E0US6|2825530|8562|1575920|16450|1566958|16482|1502166|16632|64792|5382|8962|1749|1249610|15463
03000E0US7|2701468|7949|1531817|14445|1527547|14387|1457461|14674|70086|4349|4270|814|1169651|14507
03000E0US8|2046807|7180|1231270|11050|1217694|11071|1165343|11472|52351|5011|13576|2431|815537|10488
03000E0US9|1766495|3948|961258|10343|950570|10407|902288|10837|48282|3861|10688|1792|805237|10702
03000E1US1|226635|7192|145462|5773|145135|5814|138862|5561|6273|1520|327|277|81173|4716
03000E1US2|349039|9583|201822|8202|201728|8210|190493|8119|11235|1496|94|114|147217|6367
03000E1US3|1396980|20798|831849|16563|831204|16563|791563|15622|39641|3653|645|411|565131|13194
03000E1US4|1256231|24095|809864|17204|801427|17247|772121|16561|29306|3342|8437|2032|446367|12466
03000E1US5|854000|16294|479668|14290|473707|14536|447300|14384|26407|3262|5961|1479|374332|9501
03000E1US6|851860|14937|490797|11728|488463|11963|467101|10988|21362|3665|2334|1113|361063|11246
03000E1US7|1190695|17309|699440|16473|696971|16541|658448|16140|38523|3197|2469|693|491255|11292
03000E1US8|837385|12391|514409|11583|507534|11470|481766|11479|25768|3100|6875|2106|322976|7870
03000E1US9|536995|11223|316549|11246|310836|10914|293473|10779|17363|2526|5713|1475|220446|6717
03000E2US1|765675|7250|483652|8195|483476|8181|468998|8531|14478|1558|176|185|282023|7289
03000E2US2|1632756|10467|927436|11276|926185|11315|888655|11778|37530|2985|1251|598|705320|8724
03000E2US3|3065056|21924|1855927|18895|1854586|18804|1794389|18626|60197|3450|1341|434|1209129|11532
03000E2US4|1223169|26717|770945|20001|765971|20098|745167|19780|20804|2343|4974|1156|452224|9689
03000E2US5|2707575|17297|1497620|17208|1482374|17032|1417638|17345|64736|4856|15246|1858|1209955|14941
03000E2US6|1973670|16433|1085123|16044|1078495|15788|1035065|15808|43430|4245|6628|1378|888547|12555
03000E2US7|1510773|17686|832377|14493|830576|14443|799013|14959|31563|3356|1801|429|678396|11035
03000E2US8|1209422|13414|716861|10873|710160|10893|683577|10947|26583|3127|6701|1239|492561|10549
03000E2US9|1229500|11387|644709|12614|639734|12510|608815|12453|30919|3168|4975|1108|584791|10770
03000G0US1|551392|1722|321284|4729|320773|4801|310321|4866|10452|1475|511|342|230108|4458
03000G0US2|624137|1134|340392|4026|340126|4026|327978|4274|12148|1393|266|168|283745|4250
03000G0US3|2383005|5442|1338647|9386|1337522|9399|1293027|9445|44495|2707|1125|413|1044358|9619
03000G0US4|2573585|6746|1559914|9415|1557826|9417|1511578|9503|46248|2900|2088|1091|1013671|7966
03000G0US5|2822820|10634|1454113|15895|1450097|15795|1387671|16080|62426|5179|4016|1044|1368707|15211
03000G0US6|1888716|9839|973199|10242|971778|10233|920523|10565|51255|3656|1421|674|915517|12274
03000G0US7|2217432|10116|1183213|12749|1177365|12696|1124442|13536|52923|4105|5848|808|1034219|12149
03000G0US8|1039802|6512|569928|9376|569264|9404|547655|9240|21609|2327|664|476|469874|7552
03000G0US9|547962|3607|301460|6130|298669|6271|280846|6449|17823|2040|2791|1918|246502|5400
03000H0US1|1543702|3024|950398|8375|949384|8517|918181|9002|31203|2446|1014|473|593304|7969
03000H0US2|2605932|2973|1469650|10306|1468039|10289|1407126|11134|60913|3577|1611|591|1136282|10537
03000H0US3|6845041|7090|4026423|14839|4023312|14830|3878979|15409|144333|6087|3111|759|2818618|14331
03000H0US4|5052985|8824|3140723|16561|3125224|16412|3028866|17440|96358|5419|15499|2348|1912262|13133
03000H0US5|6384395|11731|3431401|22353|3406178|22471|3252609|23464|153569|8080|25223|2749|2952994|22261
03000H0US6|4714246|8949|2549119|17471|2538736|17595|2422689|18112|116047|6947|10383|2008|2165127|18229
03000H0US7|4918900|7919|2715030|20009|2704912|19897|2581903|20010|123009|5421|10118|1027|2203870|20864
03000H0US8|3086609|7251|1801198|13390|1786958|13682|1712998|13881|73960|5023|14240|2487|1285411|13064
03000H0US9|2314457|4419|1262718|11788|1249239|11625|1183134|12510|66105|4282|13479|2602|1051739|11624
030C201US1|10053023|23175|6704947|27542|6683494|27688|6405155|30847|278339|10714|21453|2361|3348076|23976
030C201US2|29168484|34978|18815077|51138|18778349|51309|17851749|50418|926600|21608|36728|3225|10353407|43569
030C201US3|29153754|55449|18955586|51104|18909611|50804|18077894|48700|831717|19273|45975|3908|10198168|47405
030C201US4|11968973|55490|8168629|44258|8118925|43946|7851928|43819|266997|11051|49704|4393|3800344|31807
030C201US5|43750131|53515|28082849|63346|27687700|64813|26516645|69202|1171055|23761|395149|11817|15667282|56421
030C201US6|9308073|32738|5900593|31771|5849816|32426|5607664|32951|242152|10138|50777|4509|3407480|26822
030C201US7|25748779|48469|17069420|52465|16919628|53481|16145230|51596|774398|18890|149792|7802|8679359|55004
030C201US8|17376505|31929|11469963|40658|11365364|42250|10912426|43003|452938|13132|104599|6592|5906542|32679
030C201US9|39238481|38487|25570655|53508|25305902|53154|23993368|56066|1312534|19799|264753|9060|13667826|52411
030C243US1|2591923|22538|1663644|19675|1660578|19719|1613443|19461|47135|3646|3066|965|928279|13083
030C243US2|5095363|34496|3040660|30143|3035401|30120|2934460|29522|100941|5156|5259|1178|2054703|18455
030C243US3|9038672|59959|5474527|46764|5467576|46778|5302095|45314|165481|7031|6951|1220|3564145|26600
030C243US4|5446877|61400|3422471|46858|3411198|46756|3323400|46083|87798|4137|11273|1724|2024406|20302
030C243US5|11921344|52166|6770958|50541|6707894|51362|6466905|51340|240989|8787|63064|5499|5150386|34444
030C243US6|6542874|36659|3659383|30227|3646545|29991|3496473|33168|150072|8351|12838|1824|2883491|26886
030C243US7|7398132|49163|4219282|40170|4200050|40146|4035777|39853|164273|7452|19232|2378|3178850|30811
030C243US8|3362352|32729|1867846|25301|1848363|25146|1778825|25045|69538|4303|19483|1902|1494506|18171
030C243US9|3958989|37687|2182305|31235|2146528|31645|2033556|30678|112972|7150|35777|3914|1776684|20917
0400000US01|4115279|6194|2410315|14067|2394000|14439|2297941|15059|96059|6873|16315|2229|1704964|14531
0400000US02|577598|2016|385948|4679|362965|5641|345460|5852|17505|2249|22983|3148|191650|4136
0400000US04|6049109|5095|3674799|19038|3648728|19228|3493543|21400|155185|7917|26071|3855|2374310|19913
0400000US05|2452773|3564|1441034|12153|1435261|12085|1375551|13040|59710|4983|5773|1312|1011739|11778
0400000US06|31584340|10617|20298562|45624|20137422|44866|19026566|48244|1110856|16317|161140|7297|11285778|48348
0400000US08|4818044|4403|3322899|13656|3276030|14932|3151694|15399|124336|6619|46869|4354|1495145|13868
0400000US09|2987218|3087|1983295|10223|1974868|10240|1884125|12066|90743|6965|8427|1544|1003923|10238
0400000US10|846414|1727|526726|7027|522421|7100|504329|7587|18092|2656|4305|1173|319688|7649
0400000US11|564543|1612|410840|6721|406660|6670|385274|6981|21386|3245|4180|876|153703|6924
0400000US12|18768460|9654|11267928|39857|11191144|40194|10731195|41924|459949|16198|76784|5676|7500532|40565
0400000US13|8818867|7395|5652842|26923|5593945|26464|5346554|26394|247391|10099|58897|4178|3166025|25025
0400000US15|1172357|1789|738940|7240|692259|7600|667835|7985|24424|2529|46681|2770|433417|7487
0400000US16|1558313|2385|976225|8516|971173|8502|936279|8650|34894|2942|5052|1098|582088|8659
0400000US17|10192179|6071|6665114|22580|6642661|22778|6329130|24465|313531|11768|22453|2320|3527065|22774
0400000US18|5470753|6083|3521827|17645|3515202|17935|3387230|18934|127972|7054|6625|1844|1948926|18224
0400000US19|2570587|3415|1703217|11392|1701453|11418|1654280|12938|47173|4022|1764|666|867370|10786
0400000US20|2339516|3580|1549558|11082|1527460|11005|1477593|11579|49867|4258|22098|2184|789958|11764
0400000US21|3633664|4127|2190697|12133|2174801|12440|2085354|13778|89447|6222|15896|1977|1442967|12523
0400000US22|3635137|6171|2153263|17230|2135043|16911|2030949|16853|104094|6195|18220|2523|1481874|17875
0400000US23|1180683|2191|733298|7658|731851|7638|708660|7771|23191|2521|1447|549|447385|7187
0400000US24|4979552|5559|3360696|18725|3326225|18548|3194028|19430|132197|7327|34471|3839|1618856|18804
0400000US25|5828175|4559|3917076|18999|3908554|19234|3754447|20210|154107|7252|8522|1956|1911099|18345
0400000US26|8186295|5916|5053867|18528|5048334|18522|4822997|18892|225337|8515|5533|1385|3132428|17211
0400000US27|4602443|3997|3146576|12777|3143975|12566|3048320|11928|95655|5255|2601|1087|1455867|12728
0400000US28|2354139|3683|1355540|14788|1343059|14987|1278422|14795|64637|4518|12481|1597|998599|14339
0400000US29|4997010|5709|3195524|18531|3180243|18553|3071350|20803|108893|6726|15281|2287|1801486|17177
0400000US30|924869|1929|582371|6692|578080|6597|562372|6761|15708|2157|4291|1093|342498|6587
0400000US31|1558006|2929|1075249|6932|1069514|6878|1041138|7865|28376|3227|5735|1292|482757|7825
0400000US32|2594279|3364|1646984|12316|1631003|11930|1556587|12769|74416|4864|15981|2015|947295|12619
0400000US33|1184596|2143|787493|6289|786023|6261|765872|6543|20151|2459|1470|821|397103|6320
0400000US34|7520182|4811|5032256|19205|5023152|19143|4785505|20379|237647|9767|9104|1442|2487926|19641
0400000US35|1723938|3119|1010975|11038|995436|11585|947670|12381|47766|4340|15539|2402|712963|11117
0400000US36|16085030|7996|10132536|32611|10107326|32696|9600693|31513|506633|15935|25210|2507|5952494|31924
0400000US37|8792430|7482|5555824|23544|5449906|23652|5230146|24919|219760|9059|105918|4585|3236606|23761
0400000US38|622500|2487|432302|5756|422155|5799|410066|6033|12089|2464|10147|2031|190198|5392
0400000US39|9520298|6597|6042703|21814|6027500|21825|5784101|22425|243399|10300|15203|2970|3477595|21487
0400000US40|3201739|3018|1958603|10852|1936559|11093|1847746|11944|88813|4636|22044|1959|1243136|10921
0400000US41|3506067|4439|2193069|15118|2190250|15357|2099913|15332|90337|5409|2819|967|1312998|15419
0400000US42|10658635|5710|6690945|23307|6683272|23669|6400011|27320|283261|10567|7673|1645|3967690|24322
0400000US44|916988|2254|592054|7180|587754|7262|559742|7259|28012|3607|4300|999|324934|7455
0400000US45|4370726|4698|2671185|18935|2629504|19195|2516719|19941|112785|6026|41681|3234|1699541|18957
0400000US46|725788|1925|488674|5865|485323|5982|472581|5879|12742|2062|3351|847|237114|5532
0400000US47|5747865|6862|3603424|15333|3584501|15896|3442420|16984|142081|7609|18923|3248|2144441|15343
0400000US48|23857262|12146|15735802|38600|15612815|39437|14926761|39448|686054|17912|122987|7964|8121460|41778
0400000US49|2600950|3220|1825335|9616|1818709|9937|1758060|10121|60649|4182|6626|1489|775615|10004
0400000US50|547286|1485|355375|5248|355022|5205|345752|5298|9270|1523|353|243|191911|5282
0400000US51|7066427|5678|4611949|18178|4482631|19096|4318000|18751|164631|7975|129318|5950|2454478|18615
0400000US53|6357108|5441|4136441|18896|4069534|19642|3887150|18831|182384|8438|66907|4306|2220667|18984
0400000US54|1464056|2520|795817|8496|793158|8525|757305|9036|35853|3123|2659|1015|668239|8803
0400000US55|4822901|4233|3146602|12580|3143490|12451|3056531|12997|86959|5100|3112|723|1676299|12957
0400000US56|469355|1627|298221|4856|294568|4958|285046|4924|9522|1825|3653|1022|171134|4856
0400000US72|2777060|3636|1307588|14663|1305263|14505|1185629|15780|119634|8331|2325|1027|1469472|15496
04000A0US01|3782667|7408|2242420|14191|2226604|14581|2140045|15175|86559|6271|15816|2139|1540247|14728
04000A0US02|428028|2173|292426|4377|271737|5670|261861|5925|9876|2030|20689|4141|135602|3939
04000A0US04|5976166|5028|3642835|19142|3616786|19371|3464520|21444|152266|8030|26049|3854|2333331|19886
04000A0US05|1984170|4672|1202157|10813|1196742|10796|1148772|11735|47970|4391|5415|1264|782013|10567
04000A0US06|31369258|10481|20184787|44936|20023717|44109|18920183|47198|1103534|16574|161070|7298|11184471|47448
04000A0US08|4584880|4924|3188558|14082|3142015|15396|3021461|15794|120554|6669|46543|4310|1396322|14164
04000A0US09|2987218|3087|1983295|10223|1974868|10240|1884125|12066|90743|6965|8427|1544|1003923|10238
04000A0US10|846414|1727|526726|7027|522421|7100|504329|7587|18092|2656|4305|1173|319688|7649
04000A0US11|564543|1612|410840|6721|406660|6670|385274|6981|21386|3245|4180|876|153703|6924
04000A0US12|18508171|9728|11144628|39256|11067980|39662|10613599|41350|454381|16299|76648|5671|7363543|40057
04000A0US13|8213508|10025|5336343|25788|5278258|25474|5042483|25643|235775|9735|58085|4224|2877165|25232
04000A0US15|1172357|1789|738940|7240|692259|7600|667835|7985|24424|2529|46681|2770|433417|7487
04000A0US16|1438899|4539|914347|9065|909295|9114|876460|9410|32835|2874|5052|1098|524552|8407
04000A0US17|9693745|6283|6388139|22936|6365701|23124|6063394|24821|302307|11528|22438|2321|3305606|23111
04000A0US18|5106062|6712|3304341|16912|3297791|17170|3176022|18768|121769|7301|6550|1837|1801721|17344
04000A0US19|1973023|3333|1325812|9830|1324117|9897|1285859|11032|38258|3759|1695|646|647211|9847
04000A0US20|2010038|3697|1346771|10583|1324733|10380|1279837|10873|44896|4147|22038|2190|663267|10938
04000A0US21|2991890|7016|1860817|12375|1845268|12692|1772009|13878|73259|5223|15549|1914|1131073|10866
04000A0US22|3394905|5864|2035380|16607|2021863|16310|1925094|16791|96769|5826|13517|2480|1359525|17198
04000A0US23|811159|2080|523112|7264|522060|7192|506713|7553|15347|2190|1052|449|288047|6913
04000A0US24|4911307|5513|3318536|18405|3284065|18224|3153414|19251|130651|7182|34471|3839|1592771|18621
04000A0US25|5828175|4559|3917076|18999|3908554|19234|3754447|20210|154107|7252|8522|1956|1911099|18345
04000A0US26|7586985|5965|4742264|18298|4737143|18174|4524397|18904|212746|8607|5121|1365|2844721|17160
04000A0US27|4208968|4230|2902454|12890|2900093|12672|2811744|12088|88349|5158|2361|1072|1306514|12641
04000A0US28|1903516|5251|1119759|12809|1107773|13025|1056130|13279|51643|4461|11986|1571|783757|12668
04000A0US29|4322910|6109|2830141|17949|2815102|17978|2720078|19734|95024|6665|15039|2277|1492769|16884
04000A0US30|634144|2263|417752|5977|413560|6009|403244|5971|10316|1996|4192|1101|216392|5535
04000A0US31|1293612|3694|903143|6393|897512|6308|873376|7244|24136|3088|5631|1299|390469|7290
04000A0US32|2568175|3866|1633873|12595|1617892|12206|1543745|13124|74147|4874|15981|2015|934302|12514
04000A0US33|1111046|2148|746750|5835|745339|5823|725908|6185|19431|2416|1411|797|364296|5884
04000A0US34|7520182|4811|5032256|19205|5023152|19143|4785505|20379|237647|9767|9104|1442|2487926|19641
04000A0US35|1646747|4415|976541|11506|961120|12020|915173|12643|45947|4184|15421|2373|670206|10735
04000A0US36|15764672|7923|9958943|32608|9933897|32659|9432986|31009|500911|15829|25046|2503|5805729|31941
04000A0US37|8209083|7263|5247985|22200|5142605|22126|4934515|23298|208090|8766|105380|4602|2961098|22743
04000A0US38|472653|2616|336893|5123|327848|5093|317817|5332|10031|2280|9045|1941|135760|5205
04000A0US39|9143811|6286|5823339|21180|5808385|21244|5571123|22234|237262|10370|14954|2972|3320472|20959
04000A0US40|2758805|3616|1719155|10770|1697372|11020|1620195|11790|77177|4420|21783|1952|1039650|10683
04000A0US41|3452882|4389|2165932|15198|2163348|15364|2073580|15370|89768|5368|2584|973|1286950|15314
