GEO_ID|B15003_E001|B15003_M001|B15003_E002|B15003_M002|B15003_E003|B15003_M003|B15003_E004|B15003_M004|B15003_E005|B15003_M005|B15003_E006|B15003_M006|B15003_E007|B15003_M007|B15003_E008|B15003_M008|B15003_E009|B15003_M009|B15003_E010|B15003_M010|B15003_E011|B15003_M011|B15003_E012|B15003_M012|B15003_E013|B15003_M013|B15003_E014|B15003_M014|B15003_E015|B15003_M015|B15003_E016|B15003_M016|B15003_E017|B15003_M017|B15003_E018|B15003_M018|B15003_E019|B15003_M019|B15003_E020|B15003_M020|B15003_E021|B15003_M021|B15003_E022|B15003_M022|B15003_E023|B15003_M023|B15003_E024|B15003_M024|B15003_E025|B15003_M025
400C200US30628|221091|3599|872|489|0|224|182|295|80|130|232|364|42|69|647|872|47|82|233|273|53|88|387|397|869|639|1485|727|1362|660|2004|765|25591|2826|5958|1341|9954|1881|27658|2797|21080|2307|72899|4419|33519|2727|7152|1237|8785|1655
400C200US30925|84363|2206|3104|978|0|213|48|82|0|213|355|413|20|41|0|213|0|213|752|663|55|85|956|694|1899|969|776|397|1816|781|1946|656|24204|3021|5249|1282|6848|1689|9095|1700|9079|1915|11792|1965|5037|1298|835|389|497|291
400C200US31087|226489|3179|7346|1720|129|211|0|211|0|211|599|585|161|218|194|240|142|148|1263|637|694|495|1977|1160|1433|700|2704|902|1956|789|4024|1150|51192|3582|10537|1880|15338|2354|27183|2890|25388|2870|51109|3611|17876|2343|3220|896|2024|681
400C200US31150|92846|10583|1584|1719|178|264|130|219|0|247|0|247|0|247|0|247|367|587|0|247|0|247|120|202|1243|1085|799|581|328|329|2059|1268|19954|4675|3034|1402|4394|1269|11653|2883|11413|3640|25591|4203|7376|1991|1454|713|1169|749
400C200US31519|135169|4468|2334|915|83|140|0|228|0|228|414|584|504|497|327|396|241|252|779|836|70|58|75|77|746|462|1582|626|756|553|1059|511|23337|2686|2365|755|9433|1639|14696|2314|11783|1898|37933|3516|20639|2294|3048|960|2965|803
400C200US31600|124108|4473|2870|1446|0|217|0|217|0|217|231|367|52|88|649|642|0|217|516|372|0|217|368|263|821|712|907|675|1451|635|1292|667|27220|3196|4034|1015|6007|1270|16989|2556|9658|2070|31517|2671|15831|2566|1004|390|2691|974
400C200US31843|474007|5093|19095|3004|465|474|110|132|424|397|799|406|2254|887|1771|803|1357|804|9546|2377|1715|1226|4184|1387|6119|1515|12700|2750|8838|1825|20548|3006|89100|5632|16900|2486|30615|3259|75968|6099|42449|3671|83719|5352|29726|3597|9456|1910|6149|1510
400C200US32167|122842|4045|1304|775|0|247|0|247|0|247|0|247|0|247|586|420|0|247|281|286|43|73|0|247|104|115|60|104|308|250|859|783|14913|2950|3066|1164|5431|1226|11456|2377|12098|2308|32962|3804|20096|2367|9111|2404|10164|2112
400C200US32194|126050|4829|4003|1584|0|232|112|142|332|364|0|232|679|731|391|371|735|820|1930|920|249|290|1595|862|1685|941|3163|1159|2128|878|2476|845|23548|2460|7635|1746|7798|1848|14862|2214|11008|1707|25018|2810|11969|1780|3414|981|1320|585
400C200US32491|135458|3850|2443|1425|0|242|0|242|0|242|208|286|362|331|716|562|329|264|835|537|585|447|647|515|1956|720|1409|588|1914|922|2968|1279|28020|3679|8489|1581|11750|2044|19448|2565|15290|2639|23068|2918|9712|2074|2826|853|2483|975
400C200US32653|125321|3824|2450|814|75|127|0|226|0|226|0|226|802|716|0|226|46|62|696|663|394|344|896|566|2512|970|3252|1362|1925|779|1918|670|27613|2174|6859|1655|9611|1520|14919|2557|15047|1847|22614|2468|10576|1863|1598|802|1518|668
400C200US33328|76592|3815|2227|837|106|175|0|225|0|225|128|211|903|683|527|522|382|342|989|541|146|243|1058|834|1953|939|1028|902|560|439|1738|775|12582|2647|2172|1055|3606|859|10513|1884|5747|1359|20555|2910|7207|1099|1426|608|1039|480
400C200US33598|51219|2783|890|412|48|82|0|220|0|220|0|220|0|220|0|220|20|2|6|3|0|220|341|288|34|59|706|538|423|239|552|381|10663|1746|3567|1081|5871|1303|5653|1041|6320|1358|9555|1373|4711|1052|1357|564|502|398
400C200US34219|42291|1642|503|479|0|213|0|213|0|213|0|213|0|213|52|54|0|213|0|213|23|6|376|320|49|49|180|122|85|12|436|346|7405|1428|1107|530|3027|888|6773|1357|5935|1119|10552|1476|3530|923|1095|583|1163|468
400C200US34273|100233|2635|631|519|258|319|0|224|0|224|0|224|0|224|0|224|0|224|0|224|202|172|295|181|942|565|973|896|1662|1279|2062|896|18863|2488|5799|1314|8944|1903|12223|2341|9259|1501|23810|2549|11056|1881|1647|728|1607|741
400C200US34300|419513|4649|6533|1961|54|89|0|187|100|161|437|349|1016|729|698|571|390|397|2930|1579|960|596|1534|691|3055|1011|2991|864|6263|2524|3990|860|79818|5230|11807|1821|25311|2650|51735|4207|39234|3279|117997|5736|44639|3541|9988|1793|8033|1773
400C200US34759|46053|1494|211|165|0|185|0|185|0|185|0|185|0|185|0|185|95|175|0|185|0|185|143|131|27|39|260|160|599|363|736|474|13210|1889|2603|991|3814|907|6972|1368|5227|936|8206|1688|3183|842|427|251|340|228
400C200US34786|90714|5140|3780|1287|0|224|371|574|0|224|0|224|109|180|84|137|751|546|1234|1080|9|18|1257|869|1217|1139|1213|678|1006|614|3485|1709|16700|2790|4522|1213|7406|1858|14797|3062|8904|1888|14730|2060|5894|1269|1222|591|2023|898
400C200US34813|153828|3099|2524|1006|138|171|0|161|183|284|0|161|0|161|153|244|375|551|427|432|213|274|274|227|1694|788|1024|547|818|371|4372|2030|38714|3833|6731|1580|10517|1743|16032|2461|18585|2131|35394|3028|12310|1920|1335|556|2015|600
400C200US35164|225272|4124|2346|991|415|400|0|226|71|117|0|226|502|498|699|619|1036|862|838|566|494|453|1149|700|2214|1151|3157|1056|3738|1222|2723|924|43755|4297|7000|2131|9487|2001|34171|3905|18581|3262|56132|4511|26658|3057|4867|1290|5239|1212
400C200US35380|73285|2734|687|503|0|226|127|199|0|226|145|227|277|410|145|185|0|226|0|226|0|226|411|367|56|98|1133|888|1247|882|1688|864|12627|2140|2646|967|5364|1532|9454|2006|9559|2253|15183|2181|8233|1664|3484|1204|819|386
400C200US35461|277144|7126|5329|1520|0|229|0|229|91|146|0|229|736|652|156|245|575|396|758|487|983|753|1105|437|3112|1110|3949|1109|4040|1404|5070|1334|51768|4428|11504|2154|19386|2851|32940|3055|23848|2929|69288|4661|31345|3613|6654|1551|4507|1133
400C200US35920|166419|4892|2785|785|69|110|0|226|0|226|0|226|141|162|233|259|219|349|434|340|424|383|1095|522|1705|827|2858|1006|2805|1033|3237|1054|32605|2683|9931|1911|12151|1858|22143|2685|21056|2835|31617|3010|16073|2061|2316|808|2522|737
400C200US36190|144125|6037|2523|1286|89|151|70|129|42|92|0|213|0|213|0|213|0|213|581|368|329|347|1296|740|2410|1075|3895|1043|1677|644|2663|935|44376|4557|6584|1350|13528|2148|16682|2691|13034|2161|21926|2947|10793|1684|905|398|722|468
400C200US36514|44765|4241|1089|1098|109|96|39|10|0|224|0|224|0|224|0|224|104|176|110|135|105|168|224|185|724|468|866|545|1824|834|956|876|12168|2121|1771|795|2436|948|6359|1633|4460|1497|7867|1869|2707|998|427|271|420|296
400C200US36703|44880|2586|1744|771|187|291|0|225|0|225|805|723|498|476|448|557|497|443|881|571|253|254|230|205|876|608|265|192|516|534|1602|810|11980|2331|744|332|2322|877|6199|1614|6048|1264|5249|1352|2817|798|403|316|316|351
400C200US36892|70397|3873|1900|786|0|242|0|242|273|204|0|242|776|469|234|246|495|430|2083|917|1214|729|2263|1005|2545|1222|1319|636|809|387|1695|590|17960|2567|2811|1000|4537|1196|8283|1691|7110|1521|9873|1807|2601|802|1309|681|307|288
400C200US37081|359276|6469|8503|2245|0|192|0|192|0|192|0|192|0|192|218|220|273|273|642|450|1357|995|820|531|1631|874|2925|957|3023|1147|9479|2277|80544|5696|15098|3101|25060|3560|31960|3903|35729|3573|82149|5064|43253|3413|9840|1824|6772|1368
400C200US37162|39455|2234|1175|698|0|217|0|217|0|217|0|217|0|217|0|217|34|66|1337|831|0|217|863|493|1126|628|468|404|439|323|418|348|7570|1629|1038|483|2052|763|3022|986|3002|1051|9440|1451|5034|987|621|431|1816|1168
400C200US37243|704179|5383|10670|2112|300|401|89|156|300|357|976|723|680|527|1306|847|2281|1007|2180|1012|1079|833|4500|1426|8034|1646|7448|1785|8506|2063|11578|1900|160151|7297|23941|2841|40238|4051|77057|4943|59461|4363|155387|6118|93578|4900|21622|2744|12817|2212
400C200US37594|48550|2833|350|262|81|148|0|226|0|226|0|226|97|119|0|226|44|4|273|282|0|226|476|373|206|325|209|204|415|306|1398|818|7089|1858|3001|1237|4515|1455|7993|1671|4311|1274|10140|1579|5325|1544|1520|786|1107|602
400C200US38215|121536|5378|4517|1418|0|225|0|225|282|364|87|143|113|127|449|380|606|511|2091|891|288|331|978|420|2901|1296|1622|845|3883|1378|5945|1809|35243|4002|4863|1511|9685|1940|20599|3017|8722|1739|13223|2551|4076|1242|375|186|988|696
400C200US38647|151108|6212|3697|1255|0|226|0|226|0|226|0|226|428|474|0|226|69|100|481|473|523|529|1374|690|2531|1061|3443|1188|2458|981|1840|835|36220|3977|9131|2045|9582|1600|18745|2754|18092|2798|30748|4158|9353|2001|1139|728|1254|755
400C200US38809|119365|4550|3256|1207|0|226|0|226|0|226|0|226|275|296|0|226|206|238|180|191|547|549|968|481|1825|948|2665|1052|2274|1023|3895|1559|28847|3149|4222|1265|7005|1631|18107|3089|10575|1875|21719|2773|10130|1958|1216|556|1453|737
400C200US39430|72552|3630|1143|544|0|187|0|187|0|187|0|187|0|187|0|187|191|197|955|869|10|20|924|401|519|398|362|225|820|472|1089|512|16987|2257|1815|620|4191|1073|8387|1807|4865|1193|19171|2479|9018|1363|1121|562|984|435
400C200US39889|598885|7001|7176|1308|0|193|62|105|0|193|246|211|620|629|861|650|1027|558|3069|864|1005|557|2364|1079|3511|1143|6242|1291|4362|1467|11014|1807|134163|5877|15949|2137|34251|3094|72444|3889|62626|4390|155082|5569|55883|3169|17683|2225|9245|1230
400C200US40375|94705|3636|2911|1125|0|224|10|4|36|71|0|224|37|38|43|4|0|224|875|830|421|299|1559|596|1637|1011|1572|572|1760|606|1636|634|31469|3107|6645|1368|4533|945|10918|1941|6020|1317|15637|2304|4191|1269|1986|930|809|413
400C200US40429|4058186|15257|144185|10129|1986|962|2789|1055|4069|1280|9135|2157|15650|2578|11191|2161|21894|3873|85457|6857|17516|3139|32908|4696|83493|7886|45740|5301|56824|5099|95168|7744|733938|18697|161057|9319|233967|11902|475476|15182|281713|12287|936033|16019|421391|13304|108596|7770|78010|6546
400C200US40753|133187|4738|1167|490|0|213|0|213|0|213|0|213|0|213|0|213|0|213|70|59|78|114|1389|544|1909|684|1883|640|2947|862|1779|642|34088|3445|6806|1407|8791|1467|16335|1903|16399|2200|23285|2361|11248|1675|3217|912|1796|626
400C200US40780|251325|6379|2170|937|0|213|142|164|0|213|0|213|59|106|14|27|50|60|719|623|549|514|1659|1099|772|526|1481|606|2725|979|2215|1160|37602|3635|8565|1711|12659|2109|33717|3638|23406|2770|74569|4807|37479|3606|5761|1377|5012|1154
400C200US40996|68924|2176|1789|853|0|198|0|198|0|198|0|198|0|198|193|287|41|76|57|99|0|198|0|198|1441|945|401|296|779|546|1185|666|12695|2270|3416|965|4825|1067|11608|1832|6224|1321|16120|1930|4821|1161|1642|763|1687|667
400C200US41212|1179924|6637|21590|3126|177|235|1087|1100|47|80|924|649|785|560|1378|783|973|698|3162|1073|1586|795|8379|2300|10958|2497|15550|2853|12025|2429|19141|2566|231952|9217|48680|5424|72049|6529|138493|8720|89836|6008|313728|11553|135079|7107|30394|2934|21951|3270
400C200US41347|275605|5737|5728|1232|86|95|90|108|382|340|1381|719|2563|1212|1811|1332|1174|691|7413|1481|1318|744|1520|694|5470|1656|1700|689|4346|1441|8217|1895|60561|5109|5910|1358|15702|2032|39493|3083|21628|2996|53151|3705|24222|2663|7192|1336|4547|1004
400C200US41590|79909|2204|688|476|0|174|0|174|0|174|0|174|0|174|66|112|0|174|36|63|160|228|150|143|31|55|387|323|713|474|1303|592|10412|2170|1280|702|3848|1141|7957|1919|6383|1083|25023|2253|11164|1582|3837|966|6471|1131
400C200US42157|59840|2590|926|490|0|187|0|187|0|187|0|187|0|187|0|187|0|187|56|91|61|26|499|509|423|287|1608|656|1223|491|1574|568|16583|1909|4106|796|5072|1131|9700|1498|4825|1110|9214|1485|2788|713|1037|587|145|130
400C200US42211|223333|5341|3920|1502|124|213|0|226|0|226|0|226|64|114|40|71|732|402|735|362|395|208|1239|548|1045|499|3297|1265|2909|1042|2907|872|39946|4075|9937|2100|12801|2146|34669|3556|25552|3437|48617|4003|23065|3037|6478|1388|4861|1299
400C200US42265|45630|1812|669|534|0|230|0|230|0|230|0|230|0|230|0|230|0|230|70|81|79|71|519|488|209|171|737|404|1006|679|950|501|12276|1892|3611|1288|2262|688|6007|1412|2735|913|7836|1498|4643|1251|996|478|1025|502
400C200US42346|928268|8264|14032|2553|410|458|333|542|364|420|396|395|158|174|105|122|1207|824|5442|2242|776|541|5049|1675|6552|1870|7882|2044|12441|2773|21048|3269|196897|9882|40450|4940|61520|5879|113314|7842|78605|5684|235054|8732|87857|6150|25458|3859|12918|2174
