county_fips,state,state_name,county_name,class_year,projected_high_school_graduates,likely_college_entrants,likely_four_year_entrants,likely_four_year_entrants_low,likely_four_year_entrants_high,demographic_confidence,county_share_of_state_pool
18029,IN,Indiana,Dearborn County,2030,490.114,307.791,205.194,174.693,238.146,Moderate,0.006730758007170931
18029,IN,Indiana,Dearborn County,2035,452.893,284.417,189.611,161.426,220.061,Moderate,0.006240350455955347
18029,IN,Indiana,Dearborn County,2041,508.434,319.297,212.864,181.223,247.048,Low,0.007316228708458314
18031,IN,Indiana,Decatur County,2026,243.378,152.841,101.894,86.748,118.257,High,0.0031506819840372968
18031,IN,Indiana,Decatur County,2030,215.18,135.133,90.089,76.697,104.556,Moderate,0.002955078063463512
18031,IN,Indiana,Decatur County,2035,254.694,159.948,106.632,90.781,123.756,Moderate,0.003509391652693849
18031,IN,Indiana,Decatur County,2041,212.215,133.271,88.848,75.641,103.115,Low,0.0030537235041920275
18033,IN,Indiana,DeKalb County,2026,488.873,307.012,204.675,174.25,237.543,High,0.006328774589425215
18033,IN,Indiana,DeKalb County,2030,427.097,268.217,178.811,152.232,207.526,Moderate,0.00586534731632911
18033,IN,Indiana,DeKalb County,2035,455.831,286.262,190.841,162.473,221.488,Moderate,0.006280821733022146
18033,IN,Indiana,DeKalb County,2041,406.34,255.181,170.121,144.833,197.441,Low,0.005847122873949951
18035,IN,Indiana,Delaware County,2026,1331.504,836.185,557.456,474.592,646.978,High,0.01723719003717109
18035,IN,Indiana,Delaware County,2030,1523.748,956.914,637.943,543.115,740.389,High,0.02092571974725949
18035,IN,Indiana,Delaware County,2035,1732.795,1088.195,725.464,617.626,841.965,Moderate,0.023875926543016176
18035,IN,Indiana,Delaware County,2041,1607.555,1009.545,673.03,572.986,781.111,Low,0.023132287154532468
18037,IN,Indiana,Dubois County,2026,428.881,269.338,179.558,152.868,208.393,High,0.0055521504150891745
18037,IN,Indiana,Dubois County,2030,419.748,263.602,175.735,149.612,203.956,Moderate,0.005764429710720196
18037,IN,Indiana,Dubois County,2035,431.931,271.253,180.835,153.955,209.875,Moderate,0.0059515140796278
18037,IN,Indiana,Dubois County,2041,362.385,227.578,151.718,129.166,176.083,Low,0.005214618983491266
18039,IN,Indiana,Elkhart County,2026,2534.103,1591.417,1060.944,903.239,1231.321,High,0.03280562145891085
18039,IN,Indiana,Elkhart County,2030,2174.524,1365.601,910.401,775.073,1056.601,High,0.029862863100510416
18039,IN,Indiana,Elkhart County,2035,2159.684,1356.282,904.188,769.783,1049.391,Moderate,0.029757962070306555
18039,IN,Indiana,Elkhart County,2041,1988.99,1249.085,832.724,708.942,966.45,Moderate,0.028621025564392003
18041,IN,Indiana,Fayette County,2026,259.784,163.145,108.763,92.596,126.229,High,0.003363079085386275
18041,IN,Indiana,Fayette County,2030,194.406,122.087,81.391,69.293,94.462,Moderate,0.0026697928273276945
18041,IN,Indiana,Fayette County,2035,217.374,136.511,91.007,77.479,105.622,Moderate,0.002995164114367428
18041,IN,Indiana,Fayette County,2041,248.059,155.781,103.854,88.417,120.532,Low,0.0035695060691438322
18043,IN,Indiana,Floyd County,2026,876.281,550.304,366.87,312.336,425.785,High,0.011344028488997102
18043,IN,Indiana,Floyd County,2030,904.171,567.819,378.546,322.277,439.337,Moderate,0.012417031993595921
18043,IN,Indiana,Floyd County,2035,887.951,557.633,371.755,316.495,431.455,Moderate,0.012234940378647871
18043,IN,Indiana,Floyd County,2041,726.724,456.383,304.255,259.029,353.115,Low,0.010457366112378548
18045,IN,Indiana,Fountain County,2026,163.454,102.649,68.433,58.26,79.422,High,0.002116018144623872
18045,IN,Indiana,Fountain County,2030,158.222,99.363,66.242,56.396,76.88,Moderate,0.0021728701836418026
18045,IN,Indiana,Fountain County,2035,152.732,95.916,63.944,54.439,74.213,Moderate,0.0021044729882711017
18045,IN,Indiana,Fountain County,2041,170.603,107.139,71.426,60.809,82.896,Low,0.002454932551656052
18047,IN,Indiana,Franklin County,2026,236.062,148.247,98.831,84.14,114.703,High,0.0030559799030125674
18047,IN,Indiana,Franklin County,2030,215.479,135.321,90.214,76.804,104.701,Moderate,0.0029591833375228033
18047,IN,Indiana,Franklin County,2035,231.776,145.555,97.037,82.613,112.62,Moderate,0.003193606619817495
18047,IN,Indiana,Franklin County,2041,212.27,133.305,88.87,75.66,103.142,Low,0.003054501682053325
18049,IN,Indiana,Fulton County,2026,222.632,139.813,93.209,79.354,108.177,High,0.0028821193127549407
18049,IN,Indiana,Fulton County,2030,186.78,117.298,78.199,66.575,90.756,Moderate,0.002565059404840368
18049,IN,Indiana,Fulton County,2035,179.343,112.628,75.085,63.924,87.143,Moderate,0.0024711430622678388
18049,IN,Indiana,Fulton County,2041,151.634,95.226,63.484,54.047,73.679,Low,0.0021819745585336743
18051,IN,Indiana,Gibson County,2026,396.298,248.875,165.917,141.254,192.561,High,0.005130338272523661
18051,IN,Indiana,Gibson County,2030,366.126,229.927,153.285,130.5,177.901,Moderate,0.0050280292468692775
18051,IN,Indiana,Gibson County,2035,327.973,205.967,137.311,116.901,159.362,Moderate,0.004519091517982928
18051,IN,Indiana,Gibson County,2041,270.196,169.683,113.122,96.307,131.288,Low,0.003888052999070118
18053,IN,Indiana,Grant County,2026,787.374,494.471,329.647,280.646,382.585,High,0.010193071735424462
18053,IN,Indiana,Grant County,2030,704.524,442.441,294.961,251.116,342.328,Moderate,0.009675274191234238
18053,IN,Indiana,Grant County,2035,726.882,456.482,304.321,259.085,353.192,Moderate,0.010015591769941018
18053,IN,Indiana,Grant County,2041,654.316,410.911,273.94,233.22,317.932,Low,0.009415436864035098
18055,IN,Indiana,Greene County,2026,289.347,181.71,121.14,103.133,140.594,High,0.0037457822790802797
18055,IN,Indiana,Greene County,2030,290.366,182.35,121.567,103.496,141.089,Moderate,0.0039876171961686505
18055,IN,Indiana,Greene County,2035,285.924,179.56,119.707,101.913,138.93,Moderate,0.0039397031212543634
18055,IN,Indiana,Greene County,2041,239.284,150.271,100.18,85.289,116.268,Low,0.003443236131890451
18057,IN,Indiana,Hamilton County,2026,4377.028,2748.774,1832.516,1560.119,2126.798,High,0.05666349224720176
18057,IN,Indiana,Hamilton County,2030,4265.486,2678.725,1785.817,1520.361,2072.6,High,0.05857816449771767
18057,IN,Indiana,Hamilton County,2035,3985.452,2502.864,1668.576,1420.548,1936.531,High,0.054914937118333805
18057,IN,Indiana,Hamilton County,2041,3858.935,2423.411,1615.607,1375.453,1875.056,Moderate,0.05552903734728913
18059,IN,Indiana,Hancock County,2026,956.143,600.458,400.305,340.801,464.59,High,0.012377892593655189
18059,IN,Indiana,Hancock County,2030,972.077,610.464,406.976,346.481,472.332,High,0.013349591062182744
18059,IN,Indiana,Hancock County,2035,1019.844,640.462,426.975,363.506,495.542,Moderate,0.014052274357659378
18059,IN,Indiana,Hancock County,2041,1122.147,704.708,469.805,399.971,545.251,Low,0.0161473916048114
18061,IN,Indiana,Harrison County,2026,416.209,261.38,174.253,148.351,202.236,High,0.005388103195359174
18061,IN,Indiana,Harrison County,2030,407.889,256.154,170.769,145.385,198.193,Moderate,0.005601560794167202
18061,IN,Indiana,Harrison County,2035,389.507,244.611,163.074,138.833,189.262,Moderate,0.005366965116174308
18061,IN,Indiana,Harrison County,2041,332.404,208.75,139.166,118.48,161.515,Low,0.004783204349601019
18063,IN,Indiana,Hendricks County,2026,2338.174,1468.373,978.916,833.403,1136.119,High,0.030269191604856645
18063,IN,Indiana,Hendricks County,2030,2280.131,1431.922,954.615,812.715,1107.916,High,0.03131316960486202
18063,IN,Indiana,Hendricks County,2035,2292.231,1439.521,959.681,817.027,1113.795,Moderate,0.031584304258477795
18063,IN,Indiana,Hendricks County,2041,2302.381,1445.895,963.93,820.645,1118.727,Moderate,0.03313063945173011
18065,IN,Indiana,Henry County,2026,435.704,273.622,182.415,155.299,211.708,High,0.00564046821024682
18065,IN,Indiana,Henry County,2030,423.903,266.211,177.474,151.093,205.975,Moderate,0.005821490820532273
18065,IN,Indiana,Henry County,2035,415.058,260.657,173.771,147.941,201.677,Moderate,0.00571902635286687
18065,IN,Indiana,Henry County,2041,367.911,231.048,154.032,131.136,178.768,Low,0.005294143225429566
18067,IN,Indiana,Howard County,2026,862.657,541.749,361.166,307.48,419.165,High,0.011167658992492587
18067,IN,Indiana,Howard County,2030,805.394,505.787,337.191,287.069,391.341,Moderate,0.011060516786299896
18067,IN,Indiana,Howard County,2035,810.491,508.988,339.326,288.886,393.818,Moderate,0.011167634625726066
18067,IN,Indiana,Howard County,2041,708.089,444.68,296.453,252.386,344.06,Low,0.010189205969819348
18069,IN,Indiana,Huntington County,2026,416.53,261.581,174.387,148.465,202.392,High,0.005392250182209538
18069,IN,Indiana,Huntington County,2030,368.263,231.269,154.179,131.261,178.939,Moderate,0.005057372866734495
18069,IN,Indiana,Huntington County,2035,369.433,232.004,154.669,131.678,179.508,Moderate,0.005090362709101079
18069,IN,Indiana,Huntington County,2041,309.014,194.061,129.374,110.143,150.15,Low,0.004446623176916655
18071,IN,Indiana,Jackson County,2026,530.407,333.095,222.064,189.055,257.725,High,0.006866462092100725
18071,IN,Indiana,Jackson County,2030,449.158,282.071,188.048,160.095,218.246,Moderate,0.006168314305518925
18071,IN,Indiana,Jackson County,2035,435.808,273.687,182.458,155.337,211.759,Moderate,0.006004933322226067
18071,IN,Indiana,Jackson County,2041,529.457,332.499,221.666,188.716,257.263,Low,0.007618741785443265
18073,IN,Indiana,Jasper County,2026,389.381,244.531,163.021,138.788,189.2,High,0.005040787770518653
18073,IN,Indiana,Jasper County,2030,336.382,211.248,140.832,119.898,163.448,Moderate,0.0046195491669165575
18073,IN,Indiana,Jasper County,2035,311.75,195.779,130.519,111.118,151.479,Moderate,0.004295549818654738
18073,IN,Indiana,Jasper County,2041,331.751,208.34,138.893,118.247,161.198,Low,0.004773814334594307
18075,IN,Indiana,Jay County,2026,236.926,148.789,99.193,84.448,115.122,High,0.0030671564112654736
18075,IN,Indiana,Jay County,2030,190.909,119.891,79.927,68.046,92.763,Moderate,0.0026217672500425393
18075,IN,Indiana,Jay County,2035,184.792,116.05,77.366,65.866,89.791,Moderate,0.0025462256580539118
18075,IN,Indiana,Jay County,2041,185.694,116.616,77.744,66.188,90.229,Low,0.002672087961019333
18077,IN,Indiana,Jefferson County,2026,352.887,221.613,147.742,125.781,171.468,High,0.004568348131970133
18077,IN,Indiana,Jefferson County,2030,353.692,222.119,148.079,126.068,171.859,Moderate,0.004857272865121444
18077,IN,Indiana,Jefferson County,2035,348.553,218.891,145.928,124.236,169.362,Moderate,0.004802659247197658
18077,IN,Indiana,Jefferson County,2041,295.458,185.547,123.698,105.311,143.563,Low,0.004251557179246365
18079,IN,Indiana,Jennings County,2026,291.104,182.814,121.876,103.759,141.448,High,0.0037685373814871793
18079,IN,Indiana,Jennings County,2030,247.209,155.247,103.498,88.114,120.119,Moderate,0.00339493650804206
18079,IN,Indiana,Jennings County,2035,220.159,138.26,92.173,78.472,106.975,Moderate,0.0030335361362649324
18079,IN,Indiana,Jennings County,2041,218.957,137.505,91.67,78.044,106.391,Low,0.003150739049091059
18081,IN,Indiana,Johnson County,2026,1915.456,1202.907,801.938,682.732,930.72,High,0.02479683569037058
18081,IN,Indiana,Johnson County,2030,1868.852,1173.639,782.426,666.121,908.075,High,0.025665053436404982
18081,IN,Indiana,Johnson County,2035,1838.369,1154.496,769.664,655.256,893.263,Moderate,0.025330607230647464
18081,IN,Indiana,Johnson County,2041,1813.479,1138.865,759.243,646.384,881.17,Moderate,0.02609547878045844
18083,IN,Indiana,Knox County,2026,455.927,286.322,190.882,162.508,221.535,High,0.005902277884598348
18083,IN,Indiana,Knox County,2030,427.146,268.248,178.832,152.249,207.55,Moderate,0.005866023902544661
18083,IN,Indiana,Knox County,2035,372.522,233.944,155.962,132.779,181.008,Moderate,0.0051329201303515586
18083,IN,Indiana,Knox County,2041,348.376,218.78,145.853,124.173,169.276,Low,0.005013038797332483
18085,IN,Indiana,Kosciusko County,2026,870.449,546.642,364.428,310.257,422.951,High,0.01126853118122606
18085,IN,Indiana,Kosciusko County,2030,823.932,517.429,344.953,293.677,400.349,Moderate,0.011315104400980465
18085,IN,Indiana,Kosciusko County,2035,791.673,497.171,331.447,282.179,384.674,Moderate,0.010908342094652298
18085,IN,Indiana,Kosciusko County,2041,732.367,459.927,306.618,261.04,355.857,Low,0.010538567117646152
18087,IN,Indiana,LaGrange County,2026,569.289,357.513,238.342,202.913,276.617,High,0.007369814492177833
18087,IN,Indiana,LaGrange County,2030,512.284,321.715,214.476,182.595,248.919,Moderate,0.007035229911800901
18087,IN,Indiana,LaGrange County,2035,458.126,287.703,191.802,163.291,222.604,Moderate,0.006312452546752039
18087,IN,Indiana,LaGrange County,2041,474.022,297.686,198.457,168.957,230.327,Low,0.006821043322655041
18089,IN,Indiana,Lake County,2026,5377.748,3377.226,2251.484,1916.809,2613.048,High,0.06961847166992964
18089,IN,Indiana,Lake County,2030,5027.439,3157.232,2104.821,1791.947,2442.832,High,0.06904210183184437
18089,IN,Indiana,Lake County,2035,4660.384,2926.721,1951.147,1661.116,2264.481,High,0.06421472903579625
18089,IN,Indiana,Lake County,2041,4137.618,2598.424,1732.283,1474.785,2010.469,Moderate,0.059539214372938985
18091,IN,Indiana,LaPorte County,2026,1079.393,677.859,451.906,384.732,524.477,High,0.013973446693879425
18091,IN,Indiana,LaPorte County,2030,970.832,609.682,406.455,346.037,471.727,High,0.013332490927380251
18091,IN,Indiana,LaPorte County,2035,911.203,572.235,381.49,324.783,442.753,Moderate,0.012555324041697348
18091,IN,Indiana,LaPorte County,2041,723.99,454.666,303.111,258.054,351.787,Low,0.01041802834546871
18093,IN,Indiana,Lawrence County,2026,414.172,260.1,173.4,147.625,201.246,High,0.005361732406198333
18093,IN,Indiana,Lawrence County,2030,395.652,248.469,165.646,141.024,192.247,Moderate,0.0054335115154097845
18093,IN,Indiana,Lawrence County,2035,406.739,255.432,170.288,144.975,197.635,Moderate,0.005604400600138874
18093,IN,Indiana,Lawrence County,2041,376.219,236.265,157.51,134.097,182.805,Low,0.005413685539612534
18095,IN,Indiana,Madison County,2026,1362.417,855.598,570.398,485.611,661.998,High,0.017637376477898443
18095,IN,Indiana,Madison County,2030,1293.318,812.203,541.469,460.981,628.423,High,0.017761203150158632
18095,IN,Indiana,Madison County,2035,1234.782,775.443,516.962,440.117,599.981,Moderate,0.017013875652740006
18095,IN,Indiana,Madison County,2041,1256.373,789.002,526.002,447.813,610.472,Low,0.018078875050027234
18097,IN,Indiana,Marion County,2026,10809.875,6788.601,4525.734,3853.0,5252.518,High,0.13994090117932745
18097,IN,Indiana,Marion County,2030,9781.417,6142.73,4095.153,3486.423,4752.791,High,0.13432875521922752
18097,IN,Indiana,Marion County,2035,9683.204,6081.052,4054.035,3451.417,4705.069,High,0.13342341181053818
18097,IN,Indiana,Marion County,2041,9819.854,6166.868,4111.246,3500.123,4771.467,Moderate,0.14130506366954418
18099,IN,Indiana,Marshall County,2026,554.076,347.96,231.973,197.491,269.226,High,0.007172881938209405
18099,IN,Indiana,Marshall County,2030,491.05,308.38,205.586,175.027,238.601,Moderate,0.006743619859115029
18099,IN,Indiana,Marshall County,2035,475.01,298.307,198.871,169.31,230.808,Moderate,0.006545097467080914
18099,IN,Indiana,Marshall County,2041,443.751,278.676,185.784,158.168,215.619,Low,0.006385457759612956
18101,IN,Indiana,Martin County,2026,105.248,66.096,44.064,37.514,51.14,Moderate,0.0013624997773222791
18101,IN,Indiana,Martin County,2030,98.45,61.827,41.218,35.091,47.837,Moderate,0.0013520189893531402
18101,IN,Indiana,Martin County,2035,88.453,55.549,37.032,31.528,42.979,Moderate,0.0012187850561286653
18101,IN,Indiana,Martin County,2041,83.565,52.479,34.986,29.785,40.604,Low,0.0012024817048586216
18103,IN,Indiana,Miami County,2026,367.814,230.987,153.992,131.101,178.721,High,0.004761595760348856
18103,IN,Indiana,Miami County,2030,284.77,178.836,119.224,101.502,138.37,Moderate,0.003910764345586212
18103,IN,Indiana,Miami County,2035,284.814,178.863,119.242,101.517,138.391,Moderate,0.003924412358255425
18103,IN,Indiana,Miami County,2041,245.755,154.334,102.89,87.595,119.413,Low,0.0035363548734570005
18105,IN,Indiana,Monroe County,2026,1414.846,888.523,592.349,504.298,687.473,High,0.018316101048334227
18105,IN,Indiana,Monroe County,2030,1667.427,1047.144,698.096,594.326,810.203,High,0.022898864537323656
18105,IN,Indiana,Monroe County,2035,2076.79,1304.224,869.483,740.237,1009.112,Moderate,0.028615778011968525
18105,IN,Indiana,Monroe County,2041,2525.494,1586.01,1057.34,900.17,1227.137,Low,0.036341174242963466
18107,IN,Indiana,Montgomery County,2026,431.756,271.143,180.762,153.892,209.79,High,0.005589359444640697
18107,IN,Indiana,Montgomery County,2030,422.502,265.331,176.887,150.594,205.294,Moderate,0.005802238166194165
18107,IN,Indiana,Montgomery County,2035,420.509,264.08,176.053,149.884,204.326,Moderate,0.005794135973967972
18107,IN,Indiana,Montgomery County,2041,422.401,265.268,176.845,150.558,205.244,Low,0.006078230066500002
18109,IN,Indiana,Morgan County,2026,779.257,489.373,326.249,277.753,378.641,High,0.010087991405976476
18109,IN,Indiana,Morgan County,2030,680.108,427.108,284.739,242.413,330.465,Moderate,0.009339968327751464
18109,IN,Indiana,Morgan County,2035,728.543,457.525,305.017,259.677,353.999,Moderate,0.010038480596442662
18109,IN,Indiana,Morgan County,2041,725.698,455.738,303.826,258.663,352.617,Low,0.0104425980220935
18111,IN,Indiana,Newton County,2026,137.665,86.454,57.636,49.069,66.892,High,0.0017821684459285966
18111,IN,Indiana,Newton County,2030,118.797,74.604,49.736,42.343,57.723,Moderate,0.001631444702642165
18111,IN,Indiana,Newton County,2035,130.544,81.981,54.654,46.53,63.431,Moderate,0.0017987420824908816
18111,IN,Indiana,Newton County,2041,139.754,87.765,58.51,49.813,67.906,Low,0.0020110216984764945
18113,IN,Indiana,Noble County,2026,558.174,350.533,233.689,198.952,271.217,High,0.007225924716952494
18113,IN,Indiana,Noble County,2030,461.041,289.534,193.023,164.33,224.02,Moderate,0.006331503799551316
18113,IN,Indiana,Noble County,2035,431.121,270.744,180.496,153.666,209.482,Moderate,0.005940357521754189
18113,IN,Indiana,Noble County,2041,444.091,278.889,185.926,158.289,215.784,Low,0.006390347810913588
18115,IN,Indiana,Ohio County,2026,64.688,40.624,27.083,23.057,31.432,Moderate,0.0008374281120938905
18115,IN,Indiana,Ohio County,2030,46.347,29.106,19.404,16.52,22.52,Moderate,0.000636492258510506
18115,IN,Indiana,Ohio County,2035,61.294,38.493,25.662,21.847,29.783,Moderate,0.0008445609963741941
18115,IN,Indiana,Ohio County,2041,29.681,18.64,12.426,10.579,14.422,Low,0.0004270980038233273
18117,IN,Indiana,Orange County,2026,225.208,141.43,94.287,80.271,109.428,High,0.002915459299130532
18117,IN,Indiana,Orange County,2030,190.503,119.636,79.757,67.901,92.565,Moderate,0.0026161821842620825
18117,IN,Indiana,Orange County,2035,196.706,123.532,82.354,70.113,95.58,Moderate,0.0027103882422442153
18117,IN,Indiana,Orange County,2041,172.143,108.106,72.071,61.358,83.644,Low,0.002477094388792412
18119,IN,Indiana,Owen County,2026,210.421,132.144,88.096,75.001,102.243,High,0.0027240312840608105
18119,IN,Indiana,Owen County,2030,208.956,131.224,87.483,74.479,101.532,Moderate,0.0028696015015228548
18119,IN,Indiana,Owen County,2035,184.898,116.116,77.411,65.904,89.842,Moderate,0.002547688071768701
18119,IN,Indiana,Owen County,2041,209.739,131.716,87.811,74.758,101.912,Low,0.0030180866202536073
18121,IN,Indiana,Parke County,2026,167.572,105.235,70.157,59.728,81.423,High,0.002169334515289756
18121,IN,Indiana,Parke County,2030,152.53,95.789,63.859,54.367,74.114,Moderate,0.0020947048904422323
18121,IN,Indiana,Parke County,2035,167.963,105.481,70.32,59.868,81.613,Moderate,0.0023143338008861478
18121,IN,Indiana,Parke County,2041,173.755,109.118,72.746,61.932,84.428,Low,0.00250029110476284
18123,IN,Indiana,Perry County,2026,174.945,109.865,73.244,62.356,85.006,High,0.0022647738420386227
18123,IN,Indiana,Perry County,2030,153.363,96.312,64.208,54.664,74.519,Moderate,0.00210614596378217
18123,IN,Indiana,Perry County,2035,170.523,107.089,71.392,60.78,82.857,Moderate,0.0023496141057324674
18123,IN,Indiana,Perry County,2041,117.151,73.571,49.047,41.756,56.923,Low,0.0016857651591711963
18125,IN,Indiana,Pike County,2026,123.128,77.324,51.55,43.887,59.828,High,0.0015939709930513706
18125,IN,Indiana,Pike County,2030,109.975,69.064,46.043,39.199,53.437,Moderate,0.0015102917440550576
18125,IN,Indiana,Pike County,2035,108.675,68.248,45.499,38.735,52.805,Moderate,0.0014974138919333657
18125,IN,Indiana,Pike County,2041,86.209,54.139,36.093,30.728,41.889,Low,0.0012405236125043503
18127,IN,Indiana,Porter County,2026,1863.344,1170.18,780.12,664.158,905.399,High,0.02412220986386341
18127,IN,Indiana,Porter County,2030,1695.407,1064.716,709.81,604.3,823.798,High,0.02328311995609726
18127,IN,Indiana,Porter County,2035,1544.865,970.175,646.784,550.641,750.65,Moderate,0.02128646488688631
18127,IN,Indiana,Porter County,2041,1314.789,825.688,550.458,468.635,638.856,Low,0.018919461091922864
18129,IN,Indiana,Posey County,2026,254.641,159.914,106.61,90.762,123.73,High,0.003296489150921453
18129,IN,Indiana,Posey County,2030,251.87,158.174,105.45,89.775,122.384,Moderate,0.003458943347446179
18129,IN,Indiana,Posey County,2035,209.126,131.331,87.554,74.54,101.614,Moderate,0.002881517611090267
18129,IN,Indiana,Posey County,2041,180.218,113.177,75.451,64.236,87.568,Low,0.0025932934830629074
18131,IN,Indiana,Pulaski County,2026,139.117,87.366,58.244,49.586,67.597,High,0.0018009636828537734
18131,IN,Indiana,Pulaski County,2030,127.471,80.052,53.368,45.435,61.938,Moderate,0.0017505650554621441
18131,IN,Indiana,Pulaski County,2035,114.346,71.809,47.873,40.757,55.561,Moderate,0.001575555710406933
18131,IN,Indiana,Pulaski County,2041,123.403,77.497,51.665,43.985,59.961,Low,0.0017757297024036491
18133,IN,Indiana,Putnam County,2026,461.81,290.017,193.345,164.605,224.394,High,0.005978436308915745
18133,IN,Indiana,Putnam County,2030,425.822,267.416,178.277,151.777,206.907,Moderate,0.005847831835444702
18133,IN,Indiana,Putnam County,2035,406.934,255.554,170.37,145.045,197.729,Moderate,0.005607078437522522
18133,IN,Indiana,Putnam County,2041,398.191,250.064,166.709,141.929,193.481,Low,0.005729866503472231
18135,IN,Indiana,Randolph County,2026,252.453,158.54,105.694,89.983,122.667,High,0.0032681656810901044
18135,IN,Indiana,Randolph County,2030,253.732,159.344,106.229,90.439,123.289,Moderate,0.0034845219815714088
18135,IN,Indiana,Randolph County,2035,238.648,149.871,99.914,85.062,115.959,Moderate,0.0032882986274354905
18135,IN,Indiana,Randolph County,2041,219.404,137.786,91.857,78.203,106.609,Low,0.003157167621600334
18137,IN,Indiana,Ripley County,2026,343.303,215.594,143.729,122.365,166.811,High,0.0044442804911354284
18137,IN,Indiana,Ripley County,2030,271.202,170.315,113.543,96.665,131.777,Moderate,0.0037244313872326846
18137,IN,Indiana,Ripley County,2035,302.498,189.969,126.646,107.821,146.984,Moderate,0.004168079747790481
18137,IN,Indiana,Ripley County,2041,259.959,163.254,108.836,92.658,126.314,Low,0.003740744581500225
18139,IN,Indiana,Rush County,2026,176.113,110.599,73.733,62.772,85.573,High,0.0022798942888043188
18139,IN,Indiana,Rush County,2030,172.562,108.369,72.246,61.507,83.848,Moderate,0.0023698053922177878
18139,IN,Indiana,Rush County,2035,144.394,90.679,60.453,51.467,70.161,Moderate,0.0019895781786934295
18139,IN,Indiana,Rush County,2041,149.458,93.86,62.573,53.272,72.622,Low,0.0021506670783488866
18141,IN,Indiana,St. Joseph County,2026,3646.438,2289.963,1526.642,1299.712,1771.804,High,0.04720553000606721
18141,IN,Indiana,St. Joseph County,2030,3415.69,2145.053,1430.035,1217.466,1659.684,High,0.04690785932994878
18141,IN,Indiana,St. Joseph County,2035,3315.637,2082.22,1388.147,1181.804,1611.068,Moderate,0.04568566355697597
18141,IN,Indiana,St. Joseph County,2041,2942.005,1847.579,1231.719,1048.629,1429.52,Moderate,0.042334656906959464
18143,IN,Indiana,Scott County,2026,262.069,164.579,109.72,93.41,127.339,High,0.003392657630119329
18143,IN,Indiana,Scott County,2030,237.418,149.098,99.399,84.624,115.361,Moderate,0.0032604716442946277
18143,IN,Indiana,Scott County,2035,238.325,149.668,99.779,84.947,115.802,Moderate,0.0032838498604548633
18143,IN,Indiana,Scott County,2041,220.279,138.335,92.223,78.515,107.033,Low,0.0031697525017526595
18145,IN,Indiana,Shelby County,2026,474.907,298.242,198.828,169.273,230.757,High,0.00614798257457392
18145,IN,Indiana,Shelby County,2030,431.35,270.888,180.592,153.748,209.593,Moderate,0.005923756865472159
18145,IN,Indiana,Shelby County,2035,425.676,267.324,178.216,151.725,206.836,Moderate,0.005865319171253917
18145,IN,Indiana,Shelby County,2041,418.369,262.736,175.157,149.121,203.285,Low,0.006020215950920181
18147,IN,Indiana,Spencer County,2026,217.306,136.468,90.979,77.455,105.589,High,0.0028131656873153082
18147,IN,Indiana,Spencer County,2030,191.323,120.151,80.101,68.194,92.964,Moderate,0.002627451691381506
18147,IN,Indiana,Spencer County,2035,169.047,106.162,70.774,60.254,82.14,Moderate,0.0023292738405662683
18147,IN,Indiana,Spencer County,2041,165.612,104.005,69.336,59.03,80.471,Low,0.002383118595685396
18149,IN,Indiana,Starke County,2026,243.146,152.696,101.797,86.665,118.145,High,0.003147685788891544
18149,IN,Indiana,Starke County,2030,210.619,132.269,88.179,75.072,102.34,Moderate,0.0028924446740112727
18149,IN,Indiana,Starke County,2035,195.168,122.565,81.71,69.564,94.832,Moderate,0.002689187377835766
18149,IN,Indiana,Starke County,2041,186.992,117.431,78.287,66.65,90.859,Low,0.0026907636061086703
18151,IN,Indiana,Steuben County,2026,429.454,269.697,179.798,153.072,208.672,High,0.005559564975170056
18151,IN,Indiana,Steuben County,2030,388.11,243.733,162.489,138.336,188.583,Moderate,0.005329943470346617
18151,IN,Indiana,Steuben County,2035,444.059,278.869,185.913,158.277,215.768,Moderate,0.006118617518872335
18151,IN,Indiana,Steuben County,2041,387.486,243.341,162.227,138.113,188.279,Low,0.005575813715069243
18153,IN,Indiana,Sullivan County,2026,200.184,125.715,83.81,71.352,97.269,High,0.002591509874272572
18153,IN,Indiana,Sullivan County,2030,199.085,125.026,83.35,70.961,96.736,Moderate,0.0027340497400160793
18153,IN,Indiana,Sullivan County,2035,148.192,93.064,62.043,52.82,72.006,Moderate,0.0020419106682501445
18153,IN,Indiana,Sullivan County,2041,158.391,99.469,66.313,56.456,76.962,Low,0.002279196922314826
18155,IN,Indiana,Switzerland County,2026,113.844,71.494,47.663,40.578,55.317,High,0.0014737895975966903
18155,IN,Indiana,Switzerland County,2030,97.065,60.957,40.638,34.597,47.164,Moderate,0.0013329994568336404
18155,IN,Indiana,Switzerland County,2035,85.888,53.938,35.959,30.613,41.733,Moderate,0.0011834407834280948
18155,IN,Indiana,Switzerland County,2041,76.198,47.852,31.901,27.159,37.024,Low,0.0010964623897122166
18157,IN,Indiana,Tippecanoe County,2026,2383.569,1496.881,997.921,849.583,1158.176,High,0.030856854919265767
18157,IN,Indiana,Tippecanoe County,2030,2767.701,1738.116,1158.744,986.501,1344.826,High,0.0380089996401835
18157,IN,Indiana,Tippecanoe County,2035,3661.53,2299.441,1532.961,1305.091,1779.138,Moderate,0.05045167397861771
18157,IN,Indiana,Tippecanoe County,2041,3301.36,2073.254,1382.169,1176.715,1604.131,Moderate,0.047505681665581355
